,scientific_name,review,database_id,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
154,Mormodes paraënsis,accepted,SPECIESLINKS_21453,-11.0617,-55.276402,417142,Plantae,NA,NA,NA,Orchidaceae,Mormodes,NA,Salazar & J.B.F. Silva,"Resgate da Flora da UHE Colíder, Lote G de supressão.",Brasil,Brasil,NA,7,2015,PreservedSpecimen,MBM,MBM,417142,4778,"Engels, ME",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.889,1,130057,Mormodes paraensis,Salazar & da Silva,Species,Accepted,NA,305502-2,130057,6,10,0,Fuzzy match rejected
155,Mormodes tapoayense,accepted,SPECIESLINKS_17543,-9.91333,-63.040798,88748,Plantae,NA,NA,NA,Orchidaceae,Mormodes,NA,F.E.L. Miranda & K. Lacerda,NA,Brasil,Brasil,NA,2,1991,PreservedSpecimen,UERJ,HB,88748,043,K.G. Lacerda,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,130081,Mormodes tapoayensis,F.E.L.Miranda & K.G.Lacerda,Species,Accepted,NA,305132-2,130081,3,12,0,Fuzzy match rejected
156,Myorcanthus lonchophyllus,accepted,SPECIESLINKS_86600,-21.7878,-46.561401,20300,Plantae,NA,NA,NA,Orchidaceae,Myorcanthus,NA,(Barb. Rodr.) Luer,NA,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,UFLA,ESAL,20300,s.n.,Joice R.M.Reis,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.92,2,130824,Myoxanthus lonchophyllus,(Barb.Rodr.) Luer,Species,Accepted,NA,165355-2,130824,1,11,0,Fuzzy match rejected
157,Myoxanthus lonchophylla,accepted,SPECIESLINKS_5769,-22.879999,-48.439999,002479,Plantae,NA,NA,NA,Orchidaceae,Myoxanthus,NA,Rchb.f.,Fazenda 4 meninas,Brasil,Brasil,NA,9,1972,PreservedSpecimen,UFABC,HUFABC,002479,1069,Amaral Jr.; A.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.917,2,130824,Myoxanthus lonchophyllus,(Barb.Rodr.) Luer,Species,Accepted,NA,165355-2,130824,14,2,0,Fuzzy match rejected
158,Myrosmodes breve,accepted,GBIF_306471,-0.6,-78.38,1096747354,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Myrosmodes,SPECIES,(Schltr.) Garay,"Flora of Ecuador, Pichincha, base of Volcán Sincholahua, flat, stony plateau along Rio Pita",NA,EC,3600,5,1973,PRESERVED_SPECIMEN,S,VascularPlants,S10-9077,6648,"L. Holm-Nielsen, S. Jeppesen, B. Løjtnant & B. Øllgaard",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.882,2,132066,Myrosmodes brevis,(Schltr.) Garay,Species,Accepted,NA,166469-2,132066,0,15,0,Fuzzy match rejected
159,Octomeria compressifolia,deleted,SPECIESLINKS_17552,-23.540001,-46.630001,2143,Plantae,NA,NA,NA,Orchidaceae,Octomeria,NA,Pabst,Serra da Bocaina.,Brasil,Brasil,NA,5,1951,PreservedSpecimen,UERJ,HB,2143,s.n.,A.C. Brade,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,4,137273,Octomeria crassifolia,Lindl.,Species,Accepted,NA,646200-1,137273,6,-1,0,Fuzzy match rejected
160,Octomeria guianensis,accepted,SPECIESLINKS_10292,-22.9,-47.060001,032043,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Octomeria,NA,Aubl.,NA,Brasil,Brasil,NA,6,1996,PreservedSpecimen,ESALQ,ESA,032043,11292,"Souza, V.C. ; Souza, J.P.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.85,3,137303,Octomeria geraensis,(Barb.Rodr.) Barb.Rodr.,Species,Accepted,NA,646228-1,137303,21,1,0,Fuzzy match rejected
161,Octomeria rhombilabia,deleted,SPECIESLINKS_92439,-15.2933,-39.0753,00750086,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Octomeria,NA,Pabst,"Una Biological Reserve:Entrada ào direita, no km 10.4, Rod. Una-Ilhéus",Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,NY,NY,00750086,266,J. G. Jardim,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.81,4,137271,Octomeria cordilabia,C.Schweinf.,Species,Accepted,NA,172004-2,137271,11,-1,0,Fuzzy match rejected
162,Odontoglossum aureo-purpureum,accepted,SPECIESLINKS_57465,0.83333,-78.05,638072,Plantae,NA,NA,NA,Orchidaceae,Odontoglossum,NA,C. Schweinf.,"Valle de Maldonado, km 53 on the road Tulcán - Maldonado. Steep slopes in cloud forest.",Equador,Equador,NA,5,1973,PreservedSpecimen,AAU,MO-DUPLICATES,638072,5618,L.B. Holm-Nielsen|et al.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.931,2,137570,Odontoglossum auropurpureum,Rchb.f.,Species,Synonym,TRUE,321382-2,54486,8,2,0,Fuzzy match rejected
163,Odontoglossum denticulatum,deleted,GBIF_527812,2.75202,-76.90411,3819752448,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oncidium,SPECIES,F. Lehm. ex Dalström,"Carretera entre Uribe y Quebraditas, La Gallera.",NA,CO,2300,12,1974,PRESERVED_SPECIMEN,Fundación Jardín Botánico Joaquín Antonio Uribe de Medellín (JBM),JAUM,2348,3,O. Monsalve,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.821,4,137927,Odontoglossum × tentaculatum,Rchb.f.,Species,Synonym,NA,646701-1,458664,18,1,0,Fuzzy match rejected
164,Odontoglossum teretifolium,accepted,SPECIESLINKS_71386,-11.5,-75,V0459663F,Plantae,Spermatophyta,NA,NA,Orchidaceae,Odontoglossum,NA,NA,Junín,Peru,Peru,NA,6,1997,PreservedSpecimen,F,F-SEEDPLANTS,V0459663F,4662,B. Boyle et al.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.885,3,137929,Odontoglossum tenuifolium,Dalström,Species,Synonym,TRUE,304546-2,458709,8,-1,0,Fuzzy match rejected
165,Oeceoclades maculatum,accepted,SPECIESLINKS_20493,-11.0617,-55.276402,403736,Plantae,NA,NA,NA,Orchidaceae,Oeceoclades,NA,(Lind.) Lindl.,"Resgate da Flora da UHE Colíder, Lote G de supressão.",Brasil,Brasil,NA,5,2015,PreservedSpecimen,MBM,MBM,403736,3839,"Engels, ME",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,138020,Oeceoclades maculata,(Lindl.) Lindl.,Species,Synonym,TRUE,1073117-2,77754,1,9,0,Fuzzy match rejected
166,Oncidium comigerum,accepted,SPECIESLINKS_124447,-22.879999,-48.439999,9219,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,NA,Fazenda 4 meninas,Brasil,Brasil,NA,9,1972,PreservedSpecimen,UNESP-IBB,BOTU,9219,1075,"Amaral Jr., A.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.895,2,139290,Oncidium cornigerum,Lindl.,Species,Synonym,TRUE,646987-1,457680,6,-1,0,Fuzzy match rejected
167,Oncidium fossomistax,deleted,SPECIESLINKS_85801,-7.6144,-72.8956,30854,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,NA,Rio Moa,Brasil,Brasil,NA,4,1971,PreservedSpecimen,INPA,INPA,30854,12532,"Prance, GT",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.857,3,139446,Oncidium glossomystax,Rchb.f.,Species,Synonym,TRUE,174044-2,71982,7,-1,0,Fuzzy match rejected
168,Oncidium fuscum,accepted,SPECIESLINKS_116289,-22.496099,-44.563301,35906,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,Lindl.,NA,Brasil,Brasil,NA,6,1902,PreservedSpecimen,MN,R,35906,674,"Dusén, P.K.H.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.882,2,139425,Oncidium fuscatum,Rchb.f.,Species,Accepted,NA,647107-1,139425,6,1,0,Fuzzy match rejected
169,Oncidium lueri,deleted,SPECIESLINKS_54034,-2.8833333,-78.9833333,2835222,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,Dodson,Highway Cuenca-Cola de San Pablo. Contego encampment. Primary forest.,Equador,Equador,NA,2,1977,PreservedSpecimen,MO,MO,2835222,100G,Jef D. Boeke|Hernando Loyola,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.867,2,139165,Oncidium baueri,Lindl.,Species,Accepted,NA,646871-1,139165,6,1,0,Fuzzy match rejected
170,Oncidium majevskyi,accepted,SPECIESLINKS_97248,-20.100599,-40.529701,71548,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,Toscano & V.P.Castro,Tibuí Frio.,Brasil,Brasil,NA,3,1982,PreservedSpecimen,UERJ,HB,71548,586,R.A. Kautsky,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.895,2,139658,Oncidium majevskyae,Toscano & V.P.Castro,Species,Synonym,TRUE,174168-2,457723,0,20,0,Fuzzy match rejected
171,Oncidium nasuta,deleted,SPECIESLINKS_98902,-19.780833,-40.604167,3742,Plantae,Angiospermae,NA,NA,Orchidaceae,Oncidium,NA,NA,Vinte e Cinco de Julho,Brasil,Brasil,NA,6,1987,PreservedSpecimen,MBML,MBML-HERBARIO,3742,2105,H. Q. Boudet Fernandes,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.8,3,139714,Oncidium nanum,Lindl.,Species,Synonym,TRUE,301713-2,208068,6,-1,0,Fuzzy match rejected
172,Oncidium varicosa,accepted,SPECIESLINKS_124468,-22.879999,-48.439999,27380,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,(Lindl.) Campacci,Mata ripária próxima à Embraer,Brasil,Brasil,NA,3,2011,PreservedSpecimen,UNESP-IBB,BOTU,27380,50,"Adachi, S.A.Lencioni, P.R.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,140041,Oncidium varicosum,Lindl.,Species,Synonym,TRUE,647659-1,457769,11,6,0,Fuzzy match rejected
173,Oncidium zebrini,accepted,SPECIESLINKS_77219,9.441667,-69.908333,U.1462256,Plantae,NA,NA,NA,Orchidaceae,Oncidium,NA,(Rchb.f.) Rchb.f.,"Edo. Portuguesa: Selva nublada, 15 kms al Este de Chabasquén 67 kms al NNO de Guanare.",Venezuela,Venezuela,NA,10,1982,PreservedSpecimen,NBC,NL-BOTANY,U.1462256,"Steyermark, JA; Liesner, RL; Stergios, B 126566",Steyermark JA; Liesner RL; Stergios B,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.882,2,140103,Oncidium zebrinum,(Rchb.f.) Rchb.f.,Species,Synonym,TRUE,174380-2,54662,0,17,0,Fuzzy match rejected
174,Ophrys papilionacea,deleted,GBIF_205286,39.75,-6.44,142995527,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Ophrys,SPECIES,L.,Cañaveral,NA,ES,NA,NA,without-year,PRESERVED_SPECIMEN,SALA,SALA,107037-1,without-number,F. Amich & S. Bernardos,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.789,4,143012,Orchis papilionacea,L.,Species,Synonym,TRUE,648958-1,8590,0,2,0,Fuzzy match rejected
175,Orchis brevicornu,accepted,GBIF_33167,41.69,2.82,1842884806,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Orchis,VARIETY,De Not.,Lloret de Mar; Lloret de Mar,NA,ES,NA,4,1865,PRESERVED_SPECIMEN,BC,BC-Tremols,BC-Tremols-957158,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,142296,Orchis brevicornis,Viv.,Species,Synonym,NA,648424-1,143043,6,1,0,Fuzzy match rejected
176,Oreorchis chusua,accepted,GBIF_263545,28.65694,98.93333,4060996650,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Oreorchis,SPECIES,D. Don,Pu Zhong Pu Di Mountain. Alpine meadow. Heavily grazed.,NA,CN,4245,7,2002,PRESERVED_SPECIMEN,NA,Tropicos,1809296,428,Jessica Woo;Ruth Sherman,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.812,3,142347,Orchis chusua,D.Don,Species,Synonym,TRUE,648479-1,538397,1,3,0,Fuzzy match rejected
177,Pabstiella oriana,deleted,SPECIESLINKS_117429,-19.96,-40.5602778,99485,Plantae,NA,NA,NA,Orchidaceae,Pabstiella,NA,C.R.M.Silva & D.A.Rodrigues,NA,Brasil,Brasil,NA,5,2021,PreservedSpecimen,UFPR,UPCB,99485,3688,"Toscano de Brito, A.L.V.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.842,3,462135,Pabstiella lueriana,Fraga & L.Kollmann,Species,Accepted,NA,60454642-2,462135,21,4,0,Fuzzy match rejected
178,Pabstiella ornata,deleted,GBIF_350890,-19.96,-40.560278,4953846194,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pabstiella,SPECIES,C.R.M.Silva & D.A.Rodrigues,NA,NA,BR,NA,5,2021,PRESERVED_SPECIMEN,UFPR,UPCB,99485,3688,"Toscano de Brito, A.L.V.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,373900,Pabstiella crenata,(Lindl.) Luer,Species,Synonym,TRUE,77094080-1,266862,23,2,0,Fuzzy match rejected
179,Pabstiella parva,deleted,SPECIESLINKS_1831,-22.509199,-45.279999,34126,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Pabstiella,NA,Rolfe,estrada de acesso ao Morro do Careca,Brasil,Brasil,NA,3,2005,PreservedSpecimen,IF,SPSF,34126,739,F.A.R.D.P.Arzolla,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.824,3,538718,Pabstiella aperta,(Kraenzl.) Pupulin,Species,Accepted,NA,77209226-1,538718,17,1,0,Fuzzy match rejected
180,Pabstiella pectinata,deleted,SPECIESLINKS_1719,-24.72,-48.452222,36259,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Pabstiella,NA,NA,P.E.Jacupiranga - Núcleo Cedro,Brasil,Brasil,NA,3,2005,PreservedSpecimen,IF,SPSF,36259,210,A.C.C.Destefani,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.8,4,492666,Pabstiella seriata,(Lindl.) Luer & Toscano,Species,Accepted,NA,77139378-1,492666,23,-1,0,Fuzzy match rejected
181,Pelexia glaziovii,accepted,GBIF_341568,-25.16667,-56,1144746434,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pelexia,VARIETY,NA,Departamento Caaguazú/Departamento de Caaguazú,NA,PY,NA,NA,without-year,PRESERVED_SPECIMEN,G,Geneva Herbarium – General Collection (G),G-G-87178/1,without-number,"Hassler, E.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.842,3,149613,Pelexia glazioviana,Cogn.,Species,Synonym,TRUE,186711-2,170459,5,-1,0,Fuzzy match rejected
182,Phaius grandifolia,accepted,SPECIESLINKS_38895,-8.00222,-35.018299,3623,Plantae,Plantae,NA,NA,Orchidaceae,Phaius,NA,Lindl.,"Tapera, São Bento.",Brasil,Brasil,NA,11,1934,PreservedSpecimen,IPA,IPA,3623,3731,"Pickel, B.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.895,2,151015,Phaius grandifolius,Lour.,Species,Synonym,NA,650411-1,527816,4,1,0,Fuzzy match rejected
183,Phaius indigoferus,accepted,GBIF_11181,-6.4247,106.5547,2513118922,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Calanthe,SPECIES,Hassk.,Sallak,NA,ID,NA,NA,without-year,PRESERVED_SPECIMEN,NA,Botany,L  0061869,"Kuhl, H; Hasselt, JC van s.n.",Kuhl H; Hasselt JC van,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,151029,Phaius indigofer,Hassk.,Species,Accepted,NA,650420-1,151029,0,6,0,Fuzzy match rejected
184,Phragmopedilum sargentianum,accepted,SPECIESLINKS_13983,-9.38333,-35.841702,25563,Plantae,Plantae,NA,NA,Orchidaceae,Phragmopedilum,NA,Rolfe,"Engenho Oriente, Serra da Cachoeira.",Brasil,Brasil,NA,6,1980,PreservedSpecimen,IPA,IPA,25563,33,"Lima, V.C.; Gallindo, F.; Amdrade-Lima; Gallindo, F.; Amdrade-Lima",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.926,2,152889,Phragmipedium sargentianum,(Rolfe) Rolfe,Species,Synonym,NA,194363-2,152875,8,5,0,Fuzzy match rejected
185,Phymatidium mello-baretoi,deleted,SPECIESLINKS_10733,-24.09,-48.360001,084904,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Phymatidium,NA,Hoehne & William,BLOQUEADO,Brasil,Brasil,NA,4,2003,PreservedSpecimen,ESALQ,ESA,084904,127,"Aguiar, A.C.; Silva, R.R.; Pereira, Z.V.; Cerqueira, R.M.; Rodrigues, R.R.; Souza, V.C.; Tamashiro, J.Y.; Paula-Souza, J.; Muniz, M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.92,2,155699,Phymatidium mellobarretoi,L.O.Williams & Hoehne,Species,Accepted,NA,195291-2,155699,19,7,0,Fuzzy match rejected
186,Platythelysis paranensis,accepted,SPECIESLINKS_20374,-19.513599,-43.744999,30884,Plantae,NA,NA,NA,Orchidaceae,Platythelysis,NA,(Krzl.) Garay,"Serra do Cipó, Fazenda Palácio.",Brasil,Brasil,NA,2,1973,PreservedSpecimen,MBM,MBM,30884,s.n.,"Ahumada, Z",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.875,3,157764,Platythelys paranaensis,(Kraenzl.) Garay,Species,Synonym,NA,201958-2,3293098,3,10,0,Fuzzy match rejected
187,Pleurothallis aftosa,deleted,SPECIESLINKS_19292,-25.407801,-52.4161,8139,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Lindl.,"Rio Iguaçu, Salto Osório.",Brasil,Brasil,NA,9,1968,PreservedSpecimen,MBM,MBM,8139,19823,"Hatschbach, G; Guimarães, O",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,160963,Pleurothallis setosa,C.Schweinf.,Species,Accepted,NA,299010-2,160963,9,2,0,Fuzzy match rejected
188,Pleurothallis blanchystile,accepted,SPECIESLINKS_127447,-22.73,-45.59,2106,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Hoehne,NA,Brasil,Brasil,NA,11,1945,PreservedSpecimen,PUC-RIO,FCAB,2106,without-number,P.E. Leite S.J.,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.885,3,492523,Pleurothallis brachystele,(Chiron & N.Sanson) Pfahl,Species,Synonym,TRUE,77134404-1,464067,23,1,0,Fuzzy match rejected
189,Pleurothallis crescenticola,accepted,GBIF_471793,10.3,-84.8,1260637359,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,SPECIES,Ames,"Monteverde Reserve; 1 km SW Station, in leeward cloud forest.",NA,CR,1525,2,1992,PRESERVED_SPECIMEN,MO,Tropicos,3240792,1326,Stephen W. Ingram,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.857,4,159696,Pleurothallis crescentilabia,Ames,Species,Accepted,NA,202660-2,159696,0,4,0,Fuzzy match rejected
190,Pleurothallis cryptophora,deleted,SPECIESLINKS_23547,-21.842501,-43.793098,66317,Plantae,Angiosperma,NA,NA,Orchidaceae,Pleurothallis,NA,Loefgr.,"Parque Estadual do Ibitipoca, Interio de mata, na gruta das Bromélias, ca. 1450 m.s.m.",Brasil,Brasil,NA,8,2014,PreservedSpecimen,UFJF,CESJ,66317,10,C. Nardy,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.88,3,159676,Pleurothallis corynophora,Luer,Species,Synonym,NA,202646-2,491234,4,1,0,Fuzzy match rejected
191,Pleurothallis exaltata,deleted,SPECIESLINKS_26088,-25.458599,-49.528301,29818,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Rodr.,Conceição de São Silvestre.,Brasil,Brasil,NA,1,1962,PreservedSpecimen,MBM,MBM,29818,8985,"Hatschbach, G",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.864,3,159872,Pleurothallis excavata,Schltr.,Species,Accepted,NA,202784-2,159872,5,2,0,Fuzzy match rejected
192,Pleurothallis gaudichaudii,accepted,SPECIESLINKS_22556,-25.5347,-49.206402,24000,Plantae,Monocotiledonea,NA,NA,Orchidaceae,Pleurothallis,NA,Brongn.,NA,Brasil,Brasil,NA,9,2012,PreservedSpecimen,PUCPR,HUCP,24000,1025,"Lozano, ED",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.808,5,259182,Pleurostachys gaudichaudii,Brongn.,Species,Synonym,TRUE,311493-1,261811,0,7,0,Fuzzy match rejected
193,Pleurothallis hydrophila,deleted,SPECIESLINKS_96079,-22.1164,-45.054401,4529,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Rodr.,NA,Brasil,Brasil,NA,6,1957,PreservedSpecimen,UFPEL,PEL,4529,4274,G. Pabst,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.808,5,160064,Pleurothallis heterophylla,(Barb.Rodr.) Cogn.,Species,Synonym,TRUE,202928-2,8720,13,4,0,Fuzzy match rejected
194,Pleurothallis lanosa,deleted,SPECIESLINKS_127467,-13.233333,-41.9,35235,Plantae,Angiospermae,NA,NA,Orchidaceae,Pleurothallis,NA,Barb.Rodr.,Ladeira rochosa entre Ouro Fino e Pedra Grande.,Brasil,Brasil,NA,2,1992,PreservedSpecimen,UEFS,HUEFS,35235,H51069,"NicLughadha, E.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,159537,Pleurothallis carnosa,Braid,Species,Accepted,NA,202543-2,159537,7,1,0,Fuzzy match rejected
195,Pleurothallis ocreata,deleted,SPECIESLINKS_125510,-13.1519,-41.7728,224293,Plantae,Angiospermae,NA,NA,Orchidaceae,Pleurothallis,NA,NA,Estrada Piatã - Inúbia (Ca. 16-18 kM de Piatã),Brasil,Brasil,NA,12,2007,PreservedSpecimen,UEFS,HUEFS,224293,60,"Lambert, S.M.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),TRUE,0.81,4,159699,Pleurothallis croatii,Luer,Species,Synonym,TRUE,316657-2,266875,4,-1,0,Fuzzy match rejected
196,Pleurothallis platycaulis,deleted,SPECIESLINKS_90521,-25.4419,-49.0631,533531,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Pleurothallis,NA,Rchb.f.,Roca Nova,Brasil,Brasil,NA,3,1909,PreservedSpecimen,NY,NY,533531,7864,P. K. H. Dusén,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.885,3,161228,Pleurothallis velaticaulis,Rchb.f.,Species,Synonym,TRUE,203754-2,267100,0,7,0,Fuzzy match rejected
197,Pleurothallis polyphylla,deleted,SPECIESLINKS_8824,-20.6667,-42.520802,025411,Plantae,NA,NA,NA,Orchidaceae,Pleurothallis,NA,Porsch,PESB Serra das cabeças,Brasil,Brasil,NA,2,2001,PreservedSpecimen,UFV,VIC,025411,64,"Valente, G.E.; et al.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.88,3,160665,Pleurothallis phoxophylla,Luer,Species,Accepted,NA,20000183-1,160665,6,1,0,Fuzzy match rejected
198,Pleurothallis sellowii,deleted,SPECIESLINKS_22095,-25.350556,-48.904722,16968,Plantae,Monocotiledonea,NA,NA,Orchidaceae,Pleurothallis,NA,Kunth,Morro Sete,Brasil,Brasil,NA,9,2003,PreservedSpecimen,PUCPR,HUCP,16968,8242,"Cervi, AC",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,521900,Pleurothallis kelloggii,Archila,Species,Synonym,NA,77154287-1,538309,7,1,0,Fuzzy match rejected
199,Pleurothallis testaefolia,deleted,GBIF_445393,15.666667,-90,3763263403,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Pleurothallis,SPECIES,NA,NA,NA,GT,NA,9,1991,PRESERVED_SPECIMEN,UVG,UVGO,UVGO001607,without-number,O. Mittelstaedt,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.92,2,161112,Pleurothallis testifolia,(Sw.) Lindl.,Species,Synonym,TRUE,653685-1,472442,12,-1,0,Fuzzy match rejected
