,scientific_name,review,database_id,decimalLatitude,decimalLongitude,ID,kingdom,phylum,class,order,family,genus,taxonRank,authority,locality,country,countryCode,elevation,month,year,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,recordedBy,.val,.equ,.zer,.cap,.cen,.sea,.gbf,.inst,.summary,match_type,multiple_matches,match_similarity,match_edit_distance,wcvp_id,wcvp_name,wcvp_authors,wcvp_rank,wcvp_status,wcvp_homotypic,wcvp_ipni_id,wcvp_accepted_id,wcvp_author_edit_distance,wcvp_author_lcs,keep,resolved_match_type
63,Dactylorhiza fuchsii x majalis,accepted,GBIF_692790,48.02,11.37,2313356727,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,SPECIES,NA,"Eisenbahnausstich bei km 25,5 der Strecke Starnberg-Mühltal",NA,DE,NA,6,1941,PRESERVED_SPECIMEN,M,BFLportal01coll,M-0260621 / 31099535 / 249048,without-number,"Freiberg, Wilhelm",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.8,6,55293,Dactylorhiza fuchsii,Druce) So�,Form,Synonym,NA,NA,55425,8,-1,0,Fuzzy match rejected
64,Dactylorhiza majalis x sambucina,accepted,GBIF_692719,48.22,11.46,2313357095,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Dactylorhiza,SPECIES,NA,Moorwiesen bei Ludwigsfeld,NA,DE,NA,5,1899,PRESERVED_SPECIMEN,M,BFLportal01coll,M-0260669 / 31099583 / 249096,without-number,"Mayer, C.Jos.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.781,7,239161,Dactylorhiza majalis var. pumila,"(Freyn ex M.Schulze) H.Baumann, Künkele & R.Lorenz",Variety,Synonym,NA,20005788-1,55479,50,-1,0,Fuzzy match rejected
65,Dendrobium agregatum,deleted,SPECIESLINKS_10454,-22.719999,-47.639999,027764,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Dendrobium,NA,NA,NA,Brasil,Brasil,NA,NA,1995,PreservedSpecimen,ESALQ,ESA,027764,without-number,"Gatti, L.L. ; Marques, R.C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),TRUE,0.8,4,57511,Dendrobium crocatum,Hook.f.,Species,Accepted,NA,627198-1,57511,7,-1,0,Fuzzy match rejected
66,Dendrobium sakura,deleted,SPECIESLINKS_10293,-22.9,-47.060001,033468,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Dendrobium,NA,NA,NA,Brasil,Brasil,NA,NA,1995,PreservedSpecimen,ESALQ,ESA,033468,6,"Tavares Jr., J.E. ; Oliveira, G.G.F.B.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,3,59021,Dendrobium sayeria,Schltr.,Species,Illegitimate,TRUE,628553-1,57516,7,-1,0,Fuzzy match rejected
67,Dendrochilum javieriense,accepted,GBIF_656420,16.5,121.166667,1257609975,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Coelogyne,SPECIES,"Magrath, Bulmer & I. Shafer","Province of Nueva Vizcaya, Dalton Pass area close to the vicinity of Santa Fe, north central Luzon",NA,PH,2133.6,11,1987,PRESERVED_SPECIMEN,MO,Tropicos,100258415,17372,L.K. Magrath,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.875,3,59712,Dendrochilum javierianum,"Magrath, Bulmer & I.Shafer",Species,Synonym,TRUE,938093-1,546611,1,20,0,Fuzzy match rejected
68,Dichaea granicides,deleted,SPECIESLINKS_1767,3.843060017,-51.83499908,NA,Plantae,NA,NA,NA,Orchidaceae,Dichaea,NA,NA,NA,Brasil,Brasil,NA,4,1960,PreservedSpecimen,IEPA,HAMAB,NA,1468,"Egler, WA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.842,3,61214,Dichaea graminoides,(Sw.) Lindl.,Species,Accepted,NA,629607-1,61214,12,-1,0,Fuzzy match rejected
69,Dimenerando emarginata,accepted,SPECIESLINKS_35186,-8.054167,-34.881389,54585,Plantae,NA,NA,NA,Orchidaceae,Dimenerando,NA,(G.Mey.) Hoehne,"Dois irmãos, campus da UFRPE",Brasil,Brasil,NA,1,2018,PreservedSpecimen,UFRPE,PEUFR,54585,without-number,A.C.S. Carlos; B.F.P. Andrade,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.818,4,61872,Dimerandra emarginata,(G.Mey.) Hoehne,Species,Accepted,NA,80388-2,61872,0,15,0,Fuzzy match rejected
70,Dipteranthus lucidus,deleted,SPECIESLINKS_110797,-29.817499,-50.519699,061650,Plantae,Monocotyledon,NA,NA,Orchidaceae,Dipteranthus,NA,(Rchb.f.) Cogn.,Morro Alto,Brasil,Brasil,NA,1,1985,PreservedSpecimen,UFRGS,ICN,061650,2078,"Waechter, JL",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,62641,Dipteranthus pellucidus,(Rchb.f.) Cogn.,Species,Synonym,TRUE,82051-2,216198,0,15,0,Fuzzy match rejected
71,Dipteranthus pellucida,accepted,SPECIESLINKS_40280,-29.113899,-49.616699,31832,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Dipteranthus,NA,(Rchb. f.) Cogn.,NA,Brasil,Brasil,NA,2,1946,PreservedSpecimen,IAP,PACA-AGP,31832,without-number,"Rambo, B.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,62641,Dipteranthus pellucidus,(Rchb.f.) Cogn.,Species,Synonym,TRUE,82051-2,216198,1,9,0,Fuzzy match rejected
72,Encyclia azara,deleted,SPECIESLINKS_2853,-12.45,-41.433333,91979,Plantae,NA,NA,NA,Orchidaceae,Encyclia,NA,NA,"Chapadinha, 1Km ao W da Rod. para Lençóis, BR-242.",Brasil,Brasil,NA,3,2002,PreservedSpecimen,CEPLAC,CEPEC,91979,12980,W. W. Thomas,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.857,2,66940,Encyclia alata,(Bateman) Schltr.,Species,Accepted,NA,90675-2,66940,17,-1,0,Fuzzy match rejected
73,Encyclia delicata,deleted,SPECIESLINKS_90992,-15.5372222,-47.3344444,2018,Plantae,NA,NA,NA,Orchidaceae,Encyclia,NA,L.C. Menezes,"Formosa, Vale do Paranã.",Brasil,Brasil,NA,9,1991,PreservedSpecimen,UNB,UB,2018,UB17,Incógnito,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.889,2,67243,Encyclia replicata,(Lindl. & Paxton) Schltr.,Species,Accepted,NA,90881-2,67243,21,2,0,Fuzzy match rejected
74,Encyclia dusenii,accepted,SPECIESLINKS_123891,-16.2225,-41.476898,50908,Plantae,Angiosperma,NA,NA,Orchidaceae,Encyclia,NA,Pabst,Rod. BR-116,Brasil,Brasil,NA,11,1985,PreservedSpecimen,UFJF,CESJ,50908,50012,G. Hatschbach,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.882,2,67049,Encyclia duveenii,Pabst,Species,Accepted,NA,90752-2,67049,0,5,0,Fuzzy match rejected
75,Encyclia faresina,deleted,SPECIESLINKS_90961,-11.5503,-41.1558,414966,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Encyclia,NA,(Bicalho) Pabst,"Summit of Morro de Chapeu, ca 7 km S of the town of Morro de Chapeu",Brasil,Brasil,NA,2,1971,PreservedSpecimen,NY,NY,414966,32294,H. S. Irwin,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,3,243279,Encyclia kermesina,(Lindl.) P.Ortiz,Species,Accepted,NA,77062232-1,243279,10,3,0,Fuzzy match rejected
76,Encyclia flabeliforme,accepted,SPECIESLINKS_96652,-8.310556,-36.4,96551,Plantae,NA,NA,NA,Orchidaceae,Encyclia,NA,Hohne & Schltr.,"Sítio Bituri, Renumerado",Brasil,Brasil,NA,1,2001,PreservedSpecimen,UFPE,UFP,96551,1133,"Siqueira-Filho, JA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.81,4,67061,Encyclia flabellifera,Hoehne & Schltr.,Species,Synonym,NA,90759-2,67110,1,13,0,Fuzzy match rejected
77,Encyclia perazolliana,deleted,SPECIESLINKS_18261,-15.9344,-50.140301,2015,Plantae,NA,NA,NA,Orchidaceae,Encyclia,NA,J. Gonzales,"Entre os municípios de Catalão e Goiandira, Latif.""""Pari"""".",Brasil,Brasil,NA,11,1991,PreservedSpecimen,UNB,UB,2015,30,"Gonzales, J",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.762,5,67241,Encyclia regnelliana,(Hoehne & Schltr.) Pabst,Species,Synonym,TRUE,90880-2,165878,21,1,0,Fuzzy match rejected
78,Encyclia x sergipana,deleted,SPECIESLINKS_114029,-10.7578,-37.3153,286113,NA,NA,NA,NA,Orchidaceae,Encyclia,NA,"Van den Berg, E.A.Santos & Bancilon",PN da Serra de Itabaiana,Brasil,Brasil,NA,2,2016,PreservedSpecimen,UEFS,HUEFS,286113,2379,"van den Berg, C.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.789,4,67255,Encyclia serroniana,(Barb.Rodr.) Hoehne,Species,Synonym,TRUE,90888-2,372841,30,1,0,Fuzzy match rejected
79,Epidendrum azulensis,accepted,SPECIESLINKS_49785,-7.94,-76.6,103065792,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,D.E. Benn. & Christenson,Protected due to name conservation status,Peru,Peru,NA,8,2017,PreservedSpecimen,MO,MO,103065792,32633,Luis Valenzuela G.|Jaime Flores|Gerry Shareva M.|S. Cenepo|P. Navarro|V. Pintado,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,67857,Epidendrum azulense,D.E.Benn. & Christenson,Species,Accepted,NA,1021109-1,67857,1,19,0,Fuzzy match rejected
80,Epidendrum chronoscriptum,deleted,GBIF_55274,9.88,-83.81,1258824917,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,SPECIES,Hágsater,Carpintera,NA,CR,2133.6,5,1928,PRESERVED_SPECIMEN,MO,Tropicos,1592141,2249,Harvey E. Stork,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.84,4,69843,Epidendrum veroscriptum,Hágsater,Species,Accepted,NA,977122-1,69843,0,8,0,Fuzzy match rejected
81,Epidendrum cramosum,deleted,SPECIESLINKS_101628,-8.719722,-35.843889,67645,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,Jacq.,"RPPN Frei Caneca, Mata próxima ao alojamento.",Brasil,Brasil,NA,9,2011,PreservedSpecimen,UFPE,UFP,67645,1128,"Amorim, BS; Araújo, D; Mendonça, ED; Chagas, M",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),TRUE,0.857,3,68181,Epidendrum corymbosum,Ruiz & Pav.,Species,Accepted,NA,631649-1,68181,10,1,0,Fuzzy match rejected
82,Epidendrum hanschii,deleted,SPECIESLINKS_15172,-26.7206,-48.9328,7970,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,Rodr.,"Braço Joaquim,.",Brasil,Brasil,NA,7,1954,PreservedSpecimen,UNIVALI,HBR,7970,2045,R. Reitz; R.M. Klein,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.857,3,68578,Epidendrum henschenii,Barb.Rodr.,Species,Accepted,NA,631973-1,68578,5,5,0,Fuzzy match rejected
83,Epidendrum hololeucon,accepted,SPECIESLINKS_185,-20.266667,-40.533333,125925,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,NA,"ReservaBiológica Duas Bocas. Pau Amarelo, ex-Condomínio Rural Caminho do Céu.",Brasil,Brasil,NA,6,2007,PreservedSpecimen,CEPLAC,CEPEC,125925,766,M. M. Saavedra,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.905,2,68599,Epidendrum hololeucum,Barb.Rodr.,Species,Accepted,NA,631989-1,68599,10,-1,0,Fuzzy match rejected
84,Epidendrum multiflora,deleted,SPECIESLINKS_6785,-14.6194,-57.485802,2074,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,Rchb. f.,Epifitario Catasetum,Brasil,Brasil,NA,7,2013,PreservedSpecimen,UNEMAT,TANG,2074,s.n.,"Silva, CA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.783,5,68956,Epidendrum minutiflorum,C.Schweinf.,Species,Accepted,NA,91835-2,68956,7,2,0,Fuzzy match rejected
85,Epidendrum omatophillum,accepted,SPECIESLINKS_5048,-15.22609997,-59.33530045,NA,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,NA,NA,Brasil,Brasil,NA,8,1978,PreservedSpecimen,IEPA,HAMAB,NA,1647,"Pires, JM",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.875,3,68630,Epidendrum imantophyllum,Lindl.,Species,Synonym,NA,323036-2,68417,6,-1,0,Fuzzy match rejected
86,Epidendrum paraense,deleted,SPECIESLINKS_123938,-21.9592,-43.702202,79125,Plantae,Angiosperma,NA,NA,Orchidaceae,Epidendrum,NA,Barb.Rodr.,Serra Negra,Brasil,Brasil,NA,3,2022,PreservedSpecimen,UFJF,CESJ,79125,89,L.M.C. Lima,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),TRUE,0.895,2,69252,Epidendrum pirrense,Hágsater,Species,Accepted,NA,322292-2,69252,9,1,0,Fuzzy match rejected
87,Epidendrum schmidtianum,deleted,SPECIESLINKS_113348,-10.4019,-65.326698,487857,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,V.P.Castro,NA,Brasil,Brasil,NA,11,2014,PreservedSpecimen,IBt,SP,487857,VPCastro255,"Schmidt, A",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,4,69524,Epidendrum schumannianum,Schltr.,Species,Accepted,NA,92154-2,69524,8,2,0,Fuzzy match rejected
88,Epidendrum sewindum,deleted,SPECIESLINKS_40783,-20.243056,-46.446111,232030,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,Jacq.,"Parque Nacional Serra da Canastra. Estrada para Sacramento, redondeza da nascente do Rio São FranciscoCampo",Brasil,Brasil,NA,4,2010,PreservedSpecimen,MN,R,232030,2627,"Romão, G.O.; Latvis, M. & Gissi, D.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.895,2,69534,Epidendrum secundum,Jacq.,Species,Accepted,NA,92159-2,69534,0,5,0,Fuzzy match rejected
89,Epidendrum simabarinum,accepted,SPECIESLINKS_13446,-7.115,-34.863098,42879,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,Salzm,NA,Brasil,Brasil,NA,11,2001,PreservedSpecimen,UFG,UFG,42879,2347,"Heringer, A.; Felix, L.P.; Oliveira, M. & Silva, J.B.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,68106,Epidendrum cinnabarinum,Salzm. ex Lindl.,Species,Accepted,NA,631580-1,68106,11,5,0,Fuzzy match rejected
90,Epidendrum wundinaceum,deleted,SPECIESLINKS_50560,-0.3386111,-78.8261111,665714,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,NA,"Trail along Río Chictoa, tributary of Río Pilatón, 2-8 km NE of Quito-South Domingo Road, 11 km W of Tandapi.",Equador,Equador,NA,10,1974,PreservedSpecimen,MO,MO,665714,12135,Alwyn H. Gentry|F. Ortiz C.|Rafael Narváez,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.913,2,67833,Epidendrum arundinaceum,F.Lehm. & Kraenzl.,Species,Synonym,NA,91271-2,68620,18,-1,0,Fuzzy match rejected
91,Epidendrum xinguiense,deleted,SPECIESLINKS_82099,5.55,-59.28333333,237127,Plantae,NA,NA,NA,Orchidaceae,Epidendrum,NA,Hágsater & L.Sánchez,NA,Guiana,Guiana,NA,4,2010,PreservedSpecimen,INPA,INPA,237127,8056,"Zartman, CE",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.9,2,68636,Epidendrum inaguense,(Nash ex Britton & Millsp.) A.D.Hawkes,Species,Synonym,TRUE,91676-2,67104,30,3,0,Fuzzy match rejected
92,Epistephium parvifolium,accepted,SPECIESLINKS_117354,-7.63111,-72.669998,151270,Plantae,Monocotiledônea,NA,NA,Orchidaceae,Epistephium,NA,Lindl.,NA,Brasil,Brasil,NA,2,1976,PreservedSpecimen,EAO,IAN,151270,660,"Rosa, NA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,70548,Epistephium parviflorum,Lindl.,Species,Accepted,NA,633427-1,70548,0,6,0,Fuzzy match rejected
93,Eria roseans,accepted,GBIF_231850,20.771111,104.795556,4061545440,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Eria,SPECIES,Schltr. ex Mansf.,"Moc Chau Distr., Van Ho Municipality, Hua Tat village.",NA,VN,1275,10,2006,PRESERVED_SPECIMEN,LE,Tropicos,102540636,HAL9377,T.H. Nguyên;L. V. Averyanov;V.T. Pham,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.833,2,71506,Eria rosea,Lindl.,Species,Synonym,TRUE,634051-1,462616,15,1,0,Fuzzy match rejected
94,Erycina pussila,accepted,SPECIESLINKS_20185,-10.8178,-55.450802,403793,Plantae,NA,NA,NA,Orchidaceae,Erycina,NA,(L.) N.H. Williams & M.W.Chase,"Resgate da Flora da UHE Colíder, Lote B de supressão.",Brasil,Brasil,NA,11,2014,PreservedSpecimen,MBM,MBM,403793,2955,"Engels, ME",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.867,2,71988,Erycina pusilla,(L.) N.H.Williams & M.W.Chase,Species,Accepted,NA,1021256-1,71988,1,20,0,Fuzzy match rejected
95,Erythrodes magniloba,deleted,SPECIESLINKS_97429,-19.801901,-40.855598,2295,Plantae,NA,NA,NA,Orchidaceae,Erythrodes,NA,Pabst,NA,Brasil,Brasil,NA,5,1946,PreservedSpecimen,UERJ,HB,2295,18247,A.C. Brade; Altamiro; Apparicio,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.85,3,244650,Erythrodes latiloba,Ormerod,Species,Accepted,NA,20010880-1,244650,7,-1,0,Fuzzy match rejected
96,Eulophia macaulayi,deleted,GBIF_775809,-15.647316,34.939562,1915259601,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Eulophia,SPECIES,NA,NA,NA,MW,NA,10,1985,PRESERVED_SPECIMEN,NA,722,NA,without-number,without-collector,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.895,2,77740,Eulophia macaulayae,Summerh.,Species,Accepted,NA,634740-1,77740,8,-1,0,Fuzzy match rejected
97,Eulophia nulnei,accepted,GBIF_572397,-10.183333,35.016667,1261387804,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Eulophia,SPECIES,Rchb. f.,Burned grassland and wet meadow at Itimbo.,NA,TZ,NA,11,1987,PRESERVED_SPECIMEN,MO,Tropicos,672529,13371,L.B. Mwasumbi;et al.;Magehema,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.867,2,77779,Eulophia milnei,Rchb.f.,Species,Accepted,NA,634777-1,77779,1,5,0,Fuzzy match rejected
98,Eulophidium longifolium,deleted,SPECIESLINKS_127533,-19.9594,-43.415298,36253,Plantae,NA,NA,NA,Orchidaceae,Eulophidium,NA,NA,NA,Brasil,Brasil,NA,2,1934,PreservedSpecimen,MN,R,36253,7071,"Sampaio, A.J.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.87,3,78062,Eulophidium latifolium,(Rolfe) Summerh.,Species,Synonym,TRUE,635031-1,77696,16,-1,0,Fuzzy match rejected
99,Eurystyles cognizuxiana,deleted,SPECIESLINKS_87322,-22.5497,-43.678299,619,Plantae,NA,NA,NA,Orchidaceae,Eurystyles,NA,NA,"Morro Azul, Trilha dos Quatis.",Brasil,Brasil,NA,7,1998,PreservedSpecimen,UERJ,RFFP,619,192,M.C.F. dos Santos; T.A. da Silva; M.G. Santos; F. da C. Pinheiro e R. de C.C. Silva,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.826,4,82973,Eurystyles cogniauxii,(Kraenzl.) Schltr.,Species,Accepted,NA,102302-2,82973,18,-1,0,Fuzzy match rejected
100,Fernandezia boekeorum,deleted,SPECIESLINKS_93703,-13.8856643,-70.472892,02286722,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Fernandezia,NA,Ormerod,10 km south of Ollachea.,Peru,Peru,NA,8,1980,PreservedSpecimen,NY,NY,02286722,2998,J. D. Boeke,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.81,4,534416,Fernandezia luerorum,Ormerod,Species,Accepted,NA,77199813-1,534416,0,7,0,Fuzzy match rejected
101,Gaelandra montana,accepted,SPECIESLINKS_10671,-18.249399,-43.6003,077882,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Gaelandra,NA,NA,BLOQUEADO,Brasil,Brasil,NA,2,2002,PreservedSpecimen,ESALQ,ESA,077882,28384,"Souza, V.C.; Sampaio, D.; Araújo, A.O.; Romão, G.O.; Elias, S.I.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (phonetic),FALSE,0.882,2,85187,Galeandra montana,Barb.Rodr.,Species,Accepted,NA,635290-1,85187,10,-1,0,Fuzzy match rejected
102,Galeottia neblinensis,deleted,SPECIESLINKS_128707,-0.413889,-65.019203,178668,Plantae,Monocotiledônea,NA,NA,Orchidaceae,Galeottia,NA,NA,"Trilha do Pico da Neblina, encosta da serra, margem do igarapé de Lage. Clima súper húmido.",Brasil,Brasil,NA,8,2002,PreservedSpecimen,EAO,IAN,178668,1190,"Silva, JBF da",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.81,4,85486,Galeottia negrensis,Schltr.,Species,Accepted,NA,106838-2,85486,7,-1,0,Fuzzy match rejected
103,Gomesa fimbriata,deleted,SPECIESLINKS_81466,-22.01000023,-47.88999939,7300,Plantae,NA,NA,NA,Orchidaceae,Gomesa,NA,"(Lindl.) A.C.Ferreira, M.I.S.Lima & Pansarin",NA,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,UFSCar,SPSC,7300,without-number,A.W.C. Ferreira,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.882,2,90901,Glomera fimbriata,J.J.Sm.,Species,Synonym,NA,635697-1,90920,40,2,0,Fuzzy match rejected
104,Gomesa rhizomatosa,deleted,SPECIESLINKS_126313,-12.016667,-38.033333,191320,Plantae,Angiospermae,NA,NA,Orchidaceae,Gomesa,NA,NA,"Fazenda Rio do Negro, ca. 15 km southeast of Entre Rios",Brasil,Brasil,NA,12,2012,PreservedSpecimen,UEFS,HUEFS,191320,1312,"Popovkin, A.V.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.778,4,3227969,Hakea rhizomatosa,(Olde & Marriott) Christenh. & Byng,Species,Synonym,TRUE,77184737-1,2832688,35,-1,0,Fuzzy match rejected
105,Gomesa utriculata,deleted,SPECIESLINKS_117698,-29.448099,-50.583599,85868,Plantae,NA,NA,NA,Orchidaceae,Gomesa,NA,(Sw.) Lindl.,NA,Brasil,Brasil,NA,4,2011,PreservedSpecimen,UFPR,UPCB,85868,60,"Klein, J.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.833,3,92240,Govenia utriculata,(Sw.) Lindl.,Species,Accepted,NA,636271-1,92240,0,12,0,Fuzzy match rejected
106,Grandiphyllum ponathii,deleted,SPECIESLINKS_121372,-20.0406,-40.746101,487860,Plantae,NA,NA,NA,Orchidaceae,Grandiphyllum,NA,V.P.Castro & Laitano,NA,Brasil,Brasil,NA,12,2012,PreservedSpecimen,IBt,SP,487860,VPCastro221,"Ponath, W",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.773,5,344210,Grandiphyllum edwallii,(Cogn.) Docha Neto,Species,Accepted,NA,77071947-1,344210,17,1,0,Fuzzy match rejected
107,Habenaria cf secunda,deleted,SPECIESLINKS_34763,-31.287201,-51.093601,30668,Plantae,Magnoliophyta,NA,NA,Orchidaceae,Habenaria,NA,Lindl.,"Parna Lagoa do Peixe, Fazenda Haroldo Brum",Brasil,Brasil,NA,12,1990,PreservedSpecimen,MCN-FZBRS,HAS,30668,10594,"Silveira, N.",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),TRUE,0.85,3,95577,Habenaria secunda,Lindl.,Species,Accepted,NA,638104-1,95577,0,6,0,Fuzzy match rejected
108,Habenaria curnifolia,deleted,SPECIESLINKS_121514,-19.274401,-44.404202,99616,Plantae,NA,NA,NA,Orchidaceae,Habenaria,NA,Barb.Rodr.,NA,Brasil,Brasil,NA,NA,without-year,PreservedSpecimen,IBt,SP,99616,6796,"Heringer, EP",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Fuzzy (edit distance),FALSE,0.9,2,94428,Habenaria cordifolia,Summerh.,Species,Synonym,NA,637070-1,95834,9,1,0,Fuzzy match rejected
