"Species","Group","Stat","P_value","IndVal_diff","Count_Group_1","Count_Group_2","Count_Group_3","Count_Group_4","Count_Group_5","Count_Group_6","Perc_Group_1","Perc_Group_2","Perc_Group_3","Perc_Group_4","Perc_Group_5","Perc_Group_6","Total_Occurrences","Max_Percentage"
"Cranichis subumbellata","5",0.152498570332605,0.064,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cuitlauzina pulchella","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyclopogon oliganthus","5",0.152498570332605,0.046,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyclopogon truncatus","5",0.152498570332605,0.051,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyrtochilum divaricatum","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyrtochilum macranthum","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyrtochilum rhodoneurum","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyrtochilum trifurcatum","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyrtopodium gonzalezii","5",0.152498570332605,0.055,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Cyrtopodium vernum","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Deiregyne densiflora","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Dimerandra elegans","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Dryadella edwallii","5",0.152498570332605,0.056,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Dryadella lilliputiana","5",0.152498570332605,0.049,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Dryadella zebrina","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Duckeella pauciflora","5",0.152498570332605,0.056,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Elleanthus aureus","5",0.152498570332605,0.055,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Elleanthus scopula","5",0.152498570332605,0.055,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Elleanthus smithii","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia adenocaula","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia conchaechila","5",0.152498570332605,0.063,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia dichroma","5",0.152498570332605,0.04,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia diurna","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia leucantha","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia osmantha","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Encyclia papillosa","5",0.152498570332605,0.066,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum aggregatum","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum alpicola","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum alsum","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum chioneum","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum chlorinum","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum chlorops","5",0.152498570332605,0.056,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum cochlidium","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum coriifolium","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum dendrobii","5",0.152498570332605,0.063,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum gentryi","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum longipetalum","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum megalospathum","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum parviflorum","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum porpax","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum syringothyrsus","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Epidendrum trachythece","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Fernandezia ionanthera","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Galeandra baueri","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Govenia purpusii","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria coxipoensis","5",0.152498570332605,0.056,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria exaltata","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria longipedicellata","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria macilenta","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria orchiocalcar","5",0.152498570332605,0.062,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria paulensis","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria pleiophylla","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Habenaria schaffneri","5",0.152498570332605,0.062,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Isochilus aurantiacus","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Koellensteinia florida","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Laelia autumnalis","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Lankesterella caespitosa","5",0.152498570332605,0.06,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Lepanthes helicocephala","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Lepanthes tracheia","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Lepanthopsis acuminata","5",0.152498570332605,0.049,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Lycaste deppei","5",0.152498570332605,0.063,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Masdevallia xanthina","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria amplifoliata","5",0.152498570332605,0.047,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria huancabambae","5",0.152498570332605,0.051,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria jamesonii","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria longipes","5",0.152498570332605,0.064,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria longissima","5",0.152498570332605,0.068,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria moralesii","5",0.152498570332605,0.068,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria paleata","5",0.152498570332605,0.055,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Maxillaria purpurata","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Mesadenus lucayanus","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Myrosmodes nubigena","5",0.152498570332605,0.055,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Nohawilliamsia pirarensis","5",0.152498570332605,0.063,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Notylia microchila","5",0.152498570332605,0.042,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Notylia peruviana","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Octomeria exigua","5",0.152498570332605,0.047,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Oncidium abortivum","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Oncidium cheirophorum","5",0.152498570332605,0.063,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Oncidium gramineum","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Oncidium nebulosum","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Ophidion pleurothallopsis","5",0.152498570332605,0.056,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pabstiella aveniformis","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pabstiella wawraeana","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Palmorchis lobulata","5",0.152498570332605,0.065,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Palmorchis sobralioides","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Peristeria pendula","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Platystele lancilabris","5",0.152498570332605,0.063,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Platystele minimiflora","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pleurothallis dunstervillei","5",0.152498570332605,0.046,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pleurothallis leucantha","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pleurothallis lilijae","5",0.152498570332605,0.056,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pleurothallis rhodoglossa","5",0.152498570332605,0.069,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Pleurothallis talpinaria","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Ponthieva tuerckheimii","5",0.152498570332605,0.06,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Prosthechea ionophlebia","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Prosthechea moojenii","5",0.152498570332605,0.051,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Quekettia microscopica","5",0.152498570332605,0.064,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Restrepia antennifera","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Rhynchostele aptera","5",0.152498570332605,0.065,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Rodriguezia obtusifolia","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Scaphosepalum swertiifolium","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Scaphyglottis aurea","5",0.152498570332605,0.053,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Sobralia dorbignyana","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Sobralia klotzscheana","5",0.152498570332605,0.07,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Specklinia fuegi","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Specklinia microphylla","5",0.152498570332605,0.061,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Stanhopea saccata","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Stelis bicornis","5",0.152498570332605,0.049,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Stelis laevigata","5",0.152498570332605,0.05,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Stelis retusa","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Stelis rubens","5",0.152498570332605,0.066,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Trichocentrum lanceanum","5",0.152498570332605,0.052,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Trichocentrum lindenii","5",0.152498570332605,0.058,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Trichocentrum undulatum","5",0.152498570332605,0.064,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Vanilla parvifolia","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Vitekorchis excavata","5",0.152498570332605,0.054,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Zygosepalum tatei","5",0.152498570332605,0.059,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Zygostates cornuta","5",0.152498570332605,0.057,0.152498570332605,0,0,0,0,11,0,0,0,0,0,100,0,11,100
"Malaxis abieticola","5",0.149177109321344,0.069,0.142460234241954,1,0,0,0,11,0,8.3,0,0,0,91.7,0,12,91.7
"Aa matthewsii","5",0.145401681725576,0.05,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Acianthera limae","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Acianthera macuconensis","5",0.145401681725576,0.043,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Acianthera pectinata","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Andreettaea segregatifolia","5",0.145401681725576,0.059,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Barbosella dolichorhiza","5",0.145401681725576,0.056,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Barbosella gardneri","5",0.145401681725576,0.048,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Barkeria lindleyana","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Bifrenaria tetragona","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Bletia coccinea","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Bletia stenophylla","5",0.145401681725576,0.043,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Brachionidium tuberculatum","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Bulbophyllum granulosum","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Bulbophyllum micropetaliforme","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Campylocentrum mattogrossense","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Campylocentrum panamense","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Campylocentrum tyrridion","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cattleya rupestris","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Caucaea olivacea","5",0.145401681725576,0.046,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cirrhaea dependens","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Comparettia tuerckheimii","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Crossoglossa tipuloides","5",0.145401681725576,0.059,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cryptarrhena kegelii","5",0.145401681725576,0.06,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cuitlauzina egertonii","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cycnoches pentadactylon","5",0.145401681725576,0.058,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cyrtochilum halteratum","5",0.145401681725576,0.037,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Cyrtochilum murinum","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Dichaea histrio","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Dichaea tenuis","5",0.145401681725576,0.043,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Draconanthes aberrans","5",0.145401681725576,0.058,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Elleanthus columnaris","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Elleanthus conifer","5",0.145401681725576,0.058,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Encyclia nematocaulon","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum amazonicoriifolium","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum amplum","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum angustilobum","5",0.145401681725576,0.046,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum arachnoglossum","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum arbuscula","5",0.145401681725576,0.05,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum aura-usecheae","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum baumannianum","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum catillus","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum cnemidophorum","5",0.145401681725576,0.061,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum cornutum","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum dermatanthum","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum geniculatum","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum imthurnii","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum macroclinium","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum mininocturnum","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum myodes","5",0.145401681725576,0.05,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum nitens","5",0.145401681725576,0.061,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum patens","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum scabrum","5",0.145401681725576,0.044,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum sodiroi","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum vandifolium","5",0.145401681725576,0.058,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epidendrum vesicicaule","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Epistephium elatum","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Galeottiella sarcoglossa","5",0.145401681725576,0.064,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa albinoi","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa bicornuta","5",0.145401681725576,0.058,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa forbesii","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa gravesiana","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa jucunda","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa loefgrenii","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa microphyta","5",0.145401681725576,0.047,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Gomesa venusta","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Govenia gardneri","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria campylogyna","5",0.145401681725576,0.048,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria cruegeri","5",0.145401681725576,0.06,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria flexuosa","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria inconspicua","5",0.145401681725576,0.042,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria lavrensis","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria roraimensis","5",0.145401681725576,0.041,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria subfiliformis","5",0.145401681725576,0.047,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria umbraticola","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Habenaria virens","5",0.145401681725576,0.059,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Hofmeisterella eumicroscopica","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Isochilus unilateralis","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Lepanthes biloba","5",0.145401681725576,0.059,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Lepanthes gargantua","5",0.145401681725576,0.043,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Lepanthes monoptera","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Lepanthes turialvae","5",0.145401681725576,0.062,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Liparis brachystalix","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Lycaste crinita","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Macroclinium mirabile","5",0.145401681725576,0.043,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Malaxis lepanthiflora","5",0.145401681725576,0.046,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Malaxis warmingii","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Masdevallia chontalensis","5",0.145401681725576,0.061,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Masdevallia laevis","5",0.145401681725576,0.05,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Masdevallia minuta","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Masdevallia ustulata","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Maxillaria caespitifica","5",0.145401681725576,0.055,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Maxillaria houtteana","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Maxillaria lueri","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Maxillaria luisae","5",0.145401681725576,0.04,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Maxillaria nanegalensis","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Meiracyllium gemma","5",0.145401681725576,0.053,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Mesadenella petenensis","5",0.145401681725576,0.059,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Mesadenella tonduzii","5",0.145401681725576,0.052,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Microchilus decorus","5",0.145401681725576,0.054,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Microchilus hirtellus","5",0.145401681725576,0.051,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Microchilus pumilus","5",0.145401681725576,0.049,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Microchilus vesicifer","5",0.145401681725576,0.045,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
"Microthelys minutiflora","5",0.145401681725576,0.057,0.145401681725576,0,0,0,0,10,0,0,0,0,0,100,0,10,100
