"Species","Group","Stat","P_value","IndVal_diff","Count_Group_1","Count_Group_2","Count_Group_3","Count_Group_4","Count_Group_5","Count_Group_6","Perc_Group_1","Perc_Group_2","Perc_Group_3","Perc_Group_4","Perc_Group_5","Perc_Group_6","Total_Occurrences","Max_Percentage"
"Liparis cordifolia","2",0.151252974247408,0.034,0.144620808491795,1,8,0,0,0,0,11.1,88.9,0,0,0,0,9,88.9
"Oberonia kwangsiensis","2",0.151252974247408,0.038,0.144620808491795,1,8,0,0,0,0,11.1,88.9,0,0,0,0,9,88.9
"Peristylus constrictus","2",0.151252974247408,0.043,0.144620808491795,1,8,0,0,0,0,11.1,88.9,0,0,0,0,9,88.9
"Vanda denisoniana","2",0.151252974247408,0.041,0.144620808491795,1,8,0,0,0,0,11.1,88.9,0,0,0,0,9,88.9
"Dendrobium bigibbum","2",0.151106592870753,0.056,0.104665575795797,0,10,1,0,0,0,0,90.9,9.1,0,0,0,11,90.9
"Dendrobium insigne","2",0.151106592870753,0.063,0.104665575795797,0,10,1,0,0,0,0,90.9,9.1,0,0,0,11,90.9
"Hemipilia gracilis","2",0.150221466645293,0.24,0.0222467093461242,34,14,0,0,0,0,70.8,29.2,0,0,0,0,48,70.8
"Oberonia acaulis","2",0.149946581777242,0.054,0.120724880267424,5,9,0,0,0,0,35.7,64.3,0,0,0,0,14,64.3
"Phalaenopsis taenialis","2",0.149946581777242,0.065,0.120724880267424,5,9,0,0,0,0,35.7,64.3,0,0,0,0,14,64.3
"Bulbophyllum wallichii","2",0.14817289198723,0.046,0.135178672401962,2,8,0,0,0,0,20,80,0,0,0,0,10,80
"Calanthe kooshunensis","2",0.14817289198723,0.041,0.135178672401962,2,8,0,0,0,0,20,80,0,0,0,0,10,80
"Coelogyne sanderae","2",0.14817289198723,0.045,0.135178672401962,2,8,0,0,0,0,20,80,0,0,0,0,10,80
"Habenaria furcifera","2",0.14817289198723,0.043,0.135178672401962,2,8,0,0,0,0,20,80,0,0,0,0,10,80
"Pinalia excavata","2",0.14817289198723,0.032,0.135178672401962,2,8,0,0,0,0,20,80,0,0,0,0,10,80
"Cymbidium elegans","2",0.147559255475846,0.062,0.113051506376782,6,9,0,0,0,0,40,60,0,0,0,0,15,60
"Platanthera ussuriensis","2",0.147262525619528,0.257,0.0107390398264054,37,14,0,0,0,0,72.5,27.5,0,0,0,0,51,72.5
"Cephalanthera falcata","2",0.14538435049384,0.238,0.00331654651463137,39,14,0,0,0,0,73.6,26.4,0,0,0,0,53,73.6
"Cymbidium hookerianum","2",0.145282441858463,0.076,0.105644591229249,7,9,0,0,0,0,43.8,56.2,0,0,0,0,16,56.2
"Bulbophyllum pectinatum","2",0.14527362395735,0.051,0.126163677350395,3,8,0,0,0,0,27.3,72.7,0,0,0,0,11,72.7
"Goodyera henryi","2",0.145091918290294,0.168,0.0432996824217107,24,12,0,0,0,0,66.7,33.3,0,0,0,0,36,66.7
"Aerides rosea","2",0.14455283597377,0.029,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Appendicula lucida","2",0.14455283597377,0.031,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Appendicula ovalis","2",0.14455283597377,0.03,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Appendicula ramosa","2",0.14455283597377,0.03,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Arachnis labrosa","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Brachycorythis helferi","2",0.14455283597377,0.038,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Brachypeza indusiata","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bromheadia borneensis","2",0.14455283597377,0.026,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bryobium pudicum","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bryobium queenslandicum","2",0.14455283597377,0.032,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bryobium retusum","2",0.14455283597377,0.039,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum antenniferum","2",0.14455283597377,0.041,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum discolor","2",0.14455283597377,0.041,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum disjunctum","2",0.14455283597377,0.032,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum flavidiflorum","2",0.14455283597377,0.038,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum medusae","2",0.14455283597377,0.041,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum mucronatum","2",0.14455283597377,0.043,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum muricatum","2",0.14455283597377,0.036,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Bulbophyllum patens","2",0.14455283597377,0.026,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Calanthe caulescens","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Calanthe formosana","2",0.14455283597377,0.038,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Calanthe hololeuca","2",0.14455283597377,0.039,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Calanthe micrantha","2",0.14455283597377,0.043,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Calochilus caeruleus","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Ceratostylis acutifolia","2",0.14455283597377,0.041,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Ceratostylis longipes","2",0.14455283597377,0.042,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Coelogyne amplissima","2",0.14455283597377,0.024,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Coelogyne fuscescens","2",0.14455283597377,0.033,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Coelogyne miniata","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Coelogyne planiscapa","2",0.14455283597377,0.024,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Coelogyne veitchii","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Coelogyne xyrekes","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Crepidium perakense","2",0.14455283597377,0.036,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Cymbidium crassifolium","2",0.14455283597377,0.032,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Cyrtosia nana","2",0.14455283597377,0.049,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium angustipetalum","2",0.14455283597377,0.047,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium biflorum","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium calceolum","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium capillipes","2",0.14455283597377,0.038,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium caudiculatum","2",0.14455283597377,0.043,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium erosum","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium farmeri","2",0.14455283597377,0.029,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium habbemense","2",0.14455283597377,0.042,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium kiauense","2",0.14455283597377,0.024,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium laevifolium","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium linearifolium","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium moschatum","2",0.14455283597377,0.031,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium piestocaulon","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium quinquelobum","2",0.14455283597377,0.033,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium regale","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium rhipidolobum","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium rigidifolium","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium rosellum","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Dendrobium stuposum","2",0.14455283597377,0.029,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Disperis neilgherrensis","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Earina valida","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Glomera palustris","2",0.14455283597377,0.036,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Glomera papuana","2",0.14455283597377,0.038,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Habenaria praecox","2",0.14455283597377,0.036,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Liparis averyanoviana","2",0.14455283597377,0.026,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Liparis crenulata","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Liparis spectabilis","2",0.14455283597377,0.042,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Liparis werneri","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Luisia psyche","2",0.14455283597377,0.03,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Mediocalcar arfakense","2",0.14455283597377,0.032,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Mediocalcar decoratum","2",0.14455283597377,0.042,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Mediocalcar uniflorum","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Oberonia imbricata","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Oberonia punctata","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Oberonia similis","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Oberonia spathipetala","2",0.14455283597377,0.043,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Octarrhena tenuis","2",0.14455283597377,0.044,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Odontochilus gracilis","2",0.14455283597377,0.039,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Oxystophyllum cultratum","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Paphiopedilum dianthum","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Paphiopedilum lowii","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Paphiopedilum malipoense","2",0.14455283597377,0.025,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Paphiopedilum villosum","2",0.14455283597377,0.032,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Phalaenopsis mannii","2",0.14455283597377,0.023,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Phreatia crassiuscula","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Phreatia densiflora","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Phreatia hypsorrhynchos","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Phreatia matthewsii","2",0.14455283597377,0.034,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Phreatia sulcata","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Pinalia globulifera","2",0.14455283597377,0.035,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Porpax filiformis","2",0.14455283597377,0.029,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Rhomboda cristata","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Robiquetia vietnamensis","2",0.14455283597377,0.041,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Taeniophyllum latipetalum","2",0.14455283597377,0.038,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Taeniophyllum multiflorum","2",0.14455283597377,0.039,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Thelasis sphaerocarpa","2",0.14455283597377,0.033,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Thrixspermum congestum","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Thrixspermum formosanum","2",0.14455283597377,0.04,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichoglottis celebica","2",0.14455283597377,0.036,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichoglottis fasciata","2",0.14455283597377,0.041,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichoglottis orchidea","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichotosia annulata","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichotosia aporina","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichotosia paludosa","2",0.14455283597377,0.042,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichotosia vestita","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Trichotosia vulpina","2",0.14455283597377,0.037,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Tuberolabium elobe","2",0.14455283597377,0.031,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Vanda flavobrunnea","2",0.14455283597377,0.028,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Vanda tricolor","2",0.14455283597377,0.039,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Vanilla annamica","2",0.14455283597377,0.027,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Zeuxine goodyeroides","2",0.14455283597377,0.026,0.14455283597377,0,7,0,0,0,0,0,100,0,0,0,0,7,100
"Cymbidium goeringii","2",0.143273572402285,0.227,0.015694889928885,33,13,0,0,0,0,71.7,28.3,0,0,0,0,46,71.7
"Habenaria diphylla","2",0.142538144464552,0.051,0.11753799870768,4,8,0,0,0,0,33.3,66.7,0,0,0,0,12,66.7
"Dendrobium jonesii","2",0.141515956226551,0.049,0.093189916128799,0,9,1,0,0,0,0,90,10,0,0,0,10,90
"Eulophia pulchra","2",0.141458894533169,0.091,0.0296930226732359,0,12,0,0,0,9,0,57.1,0,0,0,42.9,21,57.1
"Zeuxine oblonga","2",0.141226375950931,0.09,0.00767426319563988,0,13,4,0,0,0,0,76.5,23.5,0,0,0,17,76.5
"Calanthe herbacea","2",0.141061587226675,0.032,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Coelogyne convallariae","2",0.141061587226675,0.038,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Dendrobium polyanthum","2",0.141061587226675,0.038,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Erythrodes chinensis","2",0.141061587226675,0.041,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Goodyera bifida","2",0.141061587226675,0.039,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Liparis formosana","2",0.141061587226675,0.038,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Oberonia jenkinsiana","2",0.141061587226675,0.045,0.133992681958023,1,7,0,0,0,0,12.5,87.5,0,0,0,0,8,87.5
"Luisia teres","2",0.139951590892136,0.067,0.10926848686801,5,8,0,0,0,0,38.5,61.5,0,0,0,0,13,61.5
"Rhomboda moulmeinensis","2",0.139951590892136,0.066,0.10926848686801,5,8,0,0,0,0,38.5,61.5,0,0,0,0,13,61.5
"Bulbophyllum delitescens","2",0.137811666265334,0.046,0.123999577051008,2,7,0,0,0,0,22.2,77.8,0,0,0,0,9,77.8
"Coelogyne missionariorum","2",0.137811666265334,0.04,0.123999577051008,2,7,0,0,0,0,22.2,77.8,0,0,0,0,9,77.8
"Crepidium purpureum","2",0.137811666265334,0.044,0.123999577051008,2,7,0,0,0,0,22.2,77.8,0,0,0,0,9,77.8
"Cymbidium eburneum","2",0.137811666265334,0.046,0.123999577051008,2,7,0,0,0,0,22.2,77.8,0,0,0,0,9,77.8
"Cymbidium tracyanum","2",0.137811666265334,0.051,0.123999577051008,2,7,0,0,0,0,22.2,77.8,0,0,0,0,9,77.8
"Habenaria stenopetala","2",0.137811666265334,0.05,0.123999577051008,2,7,0,0,0,0,22.2,77.8,0,0,0,0,9,77.8
"Bulbophyllum gerlandianum","2",0.137751987845824,0.045,0.123814532113915,0,7,0,0,1,0,0,87.5,0,0,12.5,0,8,87.5
"Chiloschista phyllorhiza","2",0.135967311898928,0.064,0.0523910743096787,0,10,2,0,0,0,0,83.3,16.7,0,0,0,12,83.3
"Habenaria linearifolia","2",0.135167092627683,0.186,0.0274065594761509,25,11,0,0,0,0,69.4,30.6,0,0,0,0,36,69.4
"Brachycorythis obcordata","2",0.134776493285313,0.047,0.114514656972412,3,7,0,0,0,0,30,70,0,0,0,0,10,70
"Bulbophyllum japonicum","2",0.134776493285313,0.049,0.114514656972412,3,7,0,0,0,0,30,70,0,0,0,0,10,70
"Calanthe aristulifera","2",0.134776493285313,0.05,0.114514656972412,3,7,0,0,0,0,30,70,0,0,0,0,10,70
"Adenoncos parviflora","2",0.133829921023641,0.022,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Aerides falcata","2",0.133829921023641,0.026,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Aerides multiflora","2",0.133829921023641,0.029,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Aeridostachya crassipes","2",0.133829921023641,0.035,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Agrostophyllum brachiatum","2",0.133829921023641,0.025,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Agrostophyllum dolichophyllum","2",0.133829921023641,0.033,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Agrostophyllum mucronatum","2",0.133829921023641,0.032,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Agrostophyllum superpositum","2",0.133829921023641,0.041,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Anoectochilus setaceus","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Appendicula angustifolia","2",0.133829921023641,0.029,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Appendicula longirostrata","2",0.133829921023641,0.027,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Appendicula oxysepala","2",0.133829921023641,0.035,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Arthrochilus dockrillii","2",0.133829921023641,0.037,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bogoria robertsii","2",0.133829921023641,0.024,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Brachypeza cladostachya","2",0.133829921023641,0.034,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Brachypeza pallida","2",0.133829921023641,0.029,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bryobium punctatum","2",0.133829921023641,0.02,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum amplebracteatum","2",0.133829921023641,0.042,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum armeniacum","2",0.133829921023641,0.025,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum auratum","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum chloranthum","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum desmotrichoides","2",0.133829921023641,0.034,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum elongatum","2",0.133829921023641,0.038,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum hirtum","2",0.133829921023641,0.023,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum hymenanthum","2",0.133829921023641,0.022,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum melanoglossum","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum nasica","2",0.133829921023641,0.035,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum obovatum","2",0.133829921023641,0.032,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum orientale","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum piestobulbon","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum protractum","2",0.133829921023641,0.031,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum rhodoleucum","2",0.133829921023641,0.033,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum stipulaceum","2",0.133829921023641,0.028,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Bulbophyllum xantanthum","2",0.133829921023641,0.028,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Calanthe aurantiaca","2",0.133829921023641,0.044,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Calanthe engleriana","2",0.133829921023641,0.036,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Calanthe fissa","2",0.133829921023641,0.029,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Calanthe longifolia","2",0.133829921023641,0.034,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Calochilus caesius","2",0.133829921023641,0.038,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Ceratostylis radiata","2",0.133829921023641,0.026,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Ceratostylis scirpoides","2",0.133829921023641,0.032,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne bigibbosa","2",0.133829921023641,0.027,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne camelostalix","2",0.133829921023641,0.041,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne compressicaulis","2",0.133829921023641,0.02,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne cornuta","2",0.133829921023641,0.029,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne craticulilabris","2",0.133829921023641,0.025,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne dentiloba","2",0.133829921023641,0.021,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne gibbsiae","2",0.133829921023641,0.025,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne hirtella","2",0.133829921023641,0.022,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne longifolia","2",0.133829921023641,0.029,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne lurida","2",0.133829921023641,0.028,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne moultonii","2",0.133829921023641,0.026,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne radicosa","2",0.133829921023641,0.037,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne remota","2",0.133829921023641,0.028,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne salmonicolor","2",0.133829921023641,0.032,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne similis","2",0.133829921023641,0.021,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne venusta","2",0.133829921023641,0.02,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Coelogyne verrucosa","2",0.133829921023641,0.03,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Corybas cerasinus","2",0.133829921023641,0.037,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Crepidium xanthochilum","2",0.133829921023641,0.025,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Cymboglossum cymbidiifolium","2",0.133829921023641,0.026,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Cymboglossum cymbiforme","2",0.133829921023641,0.032,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Dendrobium amphigenyum","2",0.133829921023641,0.032,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Dendrobium austrocaledonicum","2",0.133829921023641,0.031,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Dendrobium bicaudatum","2",0.133829921023641,0.031,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
"Dendrobium bulbophylloides","2",0.133829921023641,0.039,0.133829921023641,0,6,0,0,0,0,0,100,0,0,0,0,6,100
