"idrb","decimalLatitude","decimalLongitude","tax_sp_level","family","genus","specificEpithet","species","country","countryCode","verif_iso3","verif_coast","verif_distance","locality"
595678,-11.6667,27.4667,"Galinsoga parviflora","Asteraceae","Galinsoga","parviflora","Galinsoga parviflora","Congo - Kinshasa","COD","OK","OK",NA,"Lubumbashi."
595679,-4.61667,15.45,"Galinsoga parviflora","Asteraceae","Galinsoga","parviflora","Galinsoga parviflora","Congo - Kinshasa","COD","OK","OK",NA,"Dingi-Dingi, terr. Kimbanseke."
595680,-11.7333,27.4333,"Galinsoga parviflora","Asteraceae","Galinsoga","parviflora","Galinsoga parviflora","Congo - Kinshasa","COD","OK","OK",NA,"Keyberg, 8km SO de Lubumbashi."
595708,-2.3,9.8,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Gabon","GAB","OK","OK",NA,"Rabi-Kounga. N'Gove."
596118,-1.38333,28.7,"Vernicia montana","Euphorbiaceae","Vernicia","montana","Vernicia montana","Congo - Kinshasa","COD","OK","OK",NA,"Bohenda."
596166,-5.63333,13.0667,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Congo - Kinshasa","COD","OK","OK",NA,"Luki."
596175,-8.65,26.5167,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Congo - Kinshasa","COD","OK","OK",NA,"Mabue (rive Est lac Upemba). Parc national de l'Upemba."
596177,8.7,-3.86667,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Ivory Coast","CIV","OK","OK",NA,"15km NE of Gansé."
596181,9.6,-3.66667,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Ivory Coast","CIV","OK","OK",NA,"north side of Parc national de Bouna, Téhini, c. 40km E of Ouangofétini."
596185,10.7333,13.7333,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Cameroon","CMR","OK","OK",NA,"près Aladjara (10km W de Mokolo)."
596207,11.2,-4.43333,"Zinnia peruviana","Asteraceae","Zinnia","peruviana","Zinnia peruviana","Burkina Faso","BFA","OK","OK",NA,"Niassa, 15 km W of Bob-Dioulasso."
596458,-11.7,27.45,"Tithonia diversifolia","Asteraceae","Tithonia","diversifolia","Tithonia diversifolia","Congo - Kinshasa","COD","OK","OK",NA,"Dembo de Katuba."
596471,14.735,-17.4215,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Senegal","SEN","OK","OK",NA,"Centre administratif: Dakar. Village: Mauelle."
596473,-11.7333,27.4333,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Congo - Kinshasa","COD","OK","OK",NA,"Keyberg, 8 km SO d'Elisabethville."
596474,5.33333,-4.15,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Ivory Coast","CIV","OK","OK",NA,"20 km W of Abidjan, Adiopodoumé."
596477,11.1833,-4.3,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Burkina Faso","BFA","OK","OK",NA,"Bobo-Dioulasso."
596478,6.16667,1.25,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Togo","TGO","OK","OK",NA,"Lomé."
596479,-4.38333,15.3333,"Tithonia diversifolia","Asteraceae","Tithonia","diversifolia","Tithonia diversifolia","Congo - Kinshasa","COD","OK","OK",NA,"campus de Kinshasa (UNAZA). Terr. Lemba."
596480,5.33333,-4.15,"Tithonia diversifolia","Asteraceae","Tithonia","diversifolia","Tithonia diversifolia","Ivory Coast","CIV","OK","OK",NA,""
596481,2.03333,30.5333,"Tagetes minuta","Asteraceae","Tagetes","minuta","Tagetes minuta","Congo - Kinshasa","COD","OK","OK",NA,"Lekwa0forêt Djugu. prov. Orientale. Terr. Djugu."
596482,2.1,30.6167,"Tagetes minuta","Asteraceae","Tagetes","minuta","Tagetes minuta","Congo - Kinshasa","COD","OK","OK",NA,"Nioka."
596483,-11.6667,27.4667,"Tagetes lucida","Asteraceae","Tagetes","lucida","Tagetes lucida","Congo - Kinshasa","COD","OK","OK",NA,"Lubumbashi, Pépinières E. Kerkvoorde."
596537,7.8,-4.86667,"Cardiospermum grandiflorum","Sapindaceae","Cardiospermum","grandiflorum","Cardiospermum grandiflorum","Ivory Coast","CIV","OK","OK",NA,"20 km on road Bouaké-Satama-Sokoura, between Afrouékro and Langbasou."
596566,9.7,41.8667,"Parthenium hysterophorus","Asteraceae","Parthenium","hysterophorus","Parthenium hysterophorus","Ethiopia","ETH","OK","OK",NA,"15 km north of Dire Dawa. On road following railroad, enroute to Aisha."
596625,15.45,32.5333,"Eclipta prostrata","Asteraceae","Eclipta","prostrata","Eclipta prostrata","Sudan","SDN","OK","OK",NA,"c. 15 km south of Khartoum."
596627,14.4,33.5333,"Eclipta prostrata","Asteraceae","Eclipta","prostrata","Eclipta prostrata","Sudan","SDN","OK","OK",NA,"Wad Medani, Gezira Scheme."
596636,-5.03333,18.8,"Eleutherine bulbosa","Iridaceae","Eleutherine","bulbosa","Eleutherine bulbosa","Congo - Kinshasa","COD","OK","OK",NA,"Kikwit."
596762,10.6167,10.1667,"Spondias purpurea","Anacardiaceae","Spondias","purpurea","Spondias purpurea","Nigeria","NGA","OK","OK",NA,"Zalanga."
596801,11.1667,-4.21667,"Cucumis melo","Cucurbitaceae","Cucumis","melo","Cucumis melo","Burkina Faso","BFA","OK","OK",NA,"10km W of Bobo-Dioulasso."
596802,13.6833,-1.55,"Cucumis melo","Cucurbitaceae","Cucumis","melo","Cucumis melo subsp. agrestis","Burkina Faso","BFA","OK","OK",NA,"Bourzanga."
596804,0.766667,23.8333,"Cucumis sativus","Cucurbitaceae","Cucumis","sativus","Cucumis sativus","Congo - Kinshasa","COD","OK","OK",NA,"Ligasa - Mangala."
596921,12.7333,14.6833,"Persicaria madagascariensis","Polygonaceae","Persicaria","madagascariensis","Persicaria madagascariensis","Cameroon","CMR","NEIGHBOUR","OK",1513,"env. Chaoué, entre Djimtilo et Mani, rive gauche du Chari."
596968,-5.1,38.6333,"Myriophyllum aquaticum","Haloragaceae","Myriophyllum","aquaticum","Myriophyllum aquaticum","Tanzania","TZA","OK","OK",NA,"E. Usambara Mountains, Amani."
597254,-1.8,9.83333,"Senna hirsuta","Fabaceae","Senna","hirsuta","Senna hirsuta","Gabon","GAB","OK","OK",NA,"Rabi-Kounga. Road to Dianongo."
597315,-24.3833,26.1667,"Digitaria eriantha","Poaceae","Digitaria","eriantha","Digitaria eriantha","Botswana","BWA","OK","OK",NA,"Mochudi.Bechuanaland Protectorate."
597445,-3.06667,29.1667,"Bridelia scleroneura","Phyllanthaceae","Bridelia","scleroneura","Bridelia scleroneura","Congo - Kinshasa","COD","OK","OK",NA,"Plaine de la Ruziri, Mont Tsamate, region du sommet"
597482,-2.08333,9.81667,"Stachytarpheta cayennensis","Verbenaceae","Stachytarpheta","cayennensis","Stachytarpheta cayennensis","Gabon","GAB","OK","OK",NA,"24 km from Central Station (Rabi), road to Echira."
597594,6.85,0.433333,"Cardiospermum grandiflorum","Sapindaceae","Cardiospermum","grandiflorum","Cardiospermum grandiflorum","Ghana","GHA","OK","OK",NA,"Amezofe, V.R., Ghana"
597654,6.98333,-5.75,"Senna siamea","Fabaceae","Senna","siamea","Senna siamea","Ivory Coast","CIV","OK","OK",NA,"Ivory Coast, Bouaflé."
597673,6.28333,11.5667,"Indigofera zollingeriana","Fabaceae","Indigofera","zollingeriana","Indigofera zollingeriana","Cameroon","CMR","OK","OK",NA,"Nyamboya (55km SSO Banyo)."
597766,0.516667,25.2167,"Cananga odorata","Annonaceae","Cananga","odorata","Cananga odorata","Congo - Kinshasa","COD","OK","OK",NA,""
598282,NA,NA,"Cardiospermum corindum","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","South Africa","ZAF","NO COORDINATES","NO COORDINATES",NA,"2229 BA, Dist. Messina, Farm Erfrus."
598283,NA,NA,"Cardiospermum corindum","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","Namibia","NAM","NO COORDINATES","NO COORDINATES",NA,"Südwestafrika, Distrikt Outjo. Farm Winkelhaak (OU 288)."
598456,6.66667,11.1667,"Centella asiatica","Apiaceae","Centella","asiatica","Centella asiatica","Nigeria","NGA","OK","OK",NA,"Gembu (North Eastern State, Mambilla District)."
598623,0.5,9.38333,"Jatropha curcas","Euphorbiaceae","Jatropha","curcas","Jatropha curcas","Gabon","GAB","OK","OK",NA,"N of Libreville, Okala, next to house of Eric Ngoua Mba."
598630,-3.2,11.4167,"Hippeastrum puniceum","Amaryllidaceae","Hippeastrum","puniceum","Hippeastrum puniceum","Gabon","GAB","OK","OK",NA,"Nyanga."
598758,5.5,-8.05,"Diospyros chevalieri","Ebenaceae","Diospyros","chevalieri","Diospyros chevalieri","Liberia","LBR","OK","OK",NA,"Eastern Province, Putu District. Near Kanweake, a village c. 70 km S. of Chiehn (Zwedru village)."
598911,0.75,29.8333,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Environs de la rivière Kamuhindi, près de la piste des Watalinga."
598913,0.466667,20.95,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Befale."
598914,5.86667,-7.45,"Neanotis indica","Rubiaceae","Neanotis","indica","Neanotis indica","Ivory Coast","CIV","OK","OK",NA,"Taï."
598915,0.05,18.3167,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Eale."
598916,0.05,18.3167,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Eala, Coquilhatville."
598917,2.15,30.4,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"près de la rivière Uélé (Kibali)."
598918,-2.5,27.5,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Urega."
598919,3.06667,29.5,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Entre gombari et Faradje."
598928,0.55,29.8167,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Beni, Parc National Albert, piste Mikenda Katuka."
599034,-8.35,22.5667,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Luisa Kasai."
599185,-9.28333,33.6167,"Neanotis indica","Rubiaceae","Neanotis","indica","Neanotis indica","Tanzania","TZA","OK","OK",NA,"Nyassa Hochland - Station Kymbila"
599189,15.2167,39.4,"Lavandula pubescens","Lamiaceae","Lavandula","pubescens","Lavandula pubescens","Eritrea","ERI","OK","OK",NA,"Eritrea, Assaorta. Lungo Il Torrente. Haddas"
599199,4.01667,9.16667,"Caesalpinia coriaria","Fabaceae","Caesalpinia","coriaria","Caesalpinia coriaria","Cameroon","CMR","OK","OK",NA,"Gartenherbar der Versuchsanstalt für Landeskultur Victoria - Kamerun."
599200,4.01667,9.16667,"Caesalpinia sappan","Fabaceae","Caesalpinia","sappan","Caesalpinia sappan","Cameroon","CMR","OK","OK",NA,"Gartenherbar der Versuchsanstalt für Landeskultur Victoria - Kamerun."
599205,4.01667,9.16667,"Abutilon indicum","Malvaceae","Abutilon","indicum","Abutilon indicum","Cameroon","CMR","OK","OK",NA,"Gartenherbar der Versuchsanstalt für Landeskultur Victoria - Kamerun."
599248,-25.3667,32.7333,"Neanotis indica","Rubiaceae","Neanotis","indica","Neanotis indica","Mozambique","MOZ","OK","OK",NA,"Manhiça, estrada para Chinhanguanine, andados c. 10 Km (Cp)."
599342,-25.6167,28.6167,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"Pretoria, Erf 33 Les Marais."
599343,-20.6167,17.1167,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Namibia","NAM","OK","OK",NA,"Distrikt Otjiwarongo. Farm Okamuru (OTJ 289) am Waterberg unterhalb."
599344,15.0833,35.6667,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Sudan","SDN","OK","OK",NA,"Khashm el Girba area, just West of Jebel El Qatar."
599345,17.5833,8.96667,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Niger","NER","OK","OK",NA,"Oasis de Tabelot."
599346,-19.3267,23.4533,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Botswana","BWA","OK","OK",NA,"Moremi Wildlife Reserve."
599347,-24.6749,16.8252,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Namibia","NAM","OK","OK",NA,"NNW of Maltahöhe on road D850 to Büllspoort."
599348,-22.941,17.6508,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Namibia","NAM","OK","OK",NA,"±5 km N of Dordabis in the Grimmrücken mountains."
599352,-28.218,24.1018,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"North West of Kimberley, Koopmansfontein Agricultural Research Station."
599353,-30.4,23.3167,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"30.7 km NW of Britstown on main road to Prieska at Jagskerm turn off. [3123AA on sheet, but wrong with locnotes]"
599354,-27.1167,28.8833,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"9 km N of Cornelia on farm road to farm Anniesgift."
599356,-24.7333,27.4833,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"Farm Paddafontein, 26 km SSE of Thabazimbi."
599357,-23.6167,29.3833,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"Pietersburg: Moletsi; Moletsi Nature Reserve, on the northern side of Mmadikoti Mountain, 2 km from the house."
599362,-24.6167,28.8667,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","South Africa","ZAF","OK","OK",NA,"Mosdene Farm Naboomspruit."
599372,7.2,1.9,"Senna obtusifolia","Fabaceae","Senna","obtusifolia","Senna obtusifolia","Benin","BEN","OK","OK",NA,"Gomé."
599467,11.1417,-15.0486,"Stigmaphyllon bannisterioides","Malpighiaceae","Stigmaphyllon","bannisterioides","Stigmaphyllon bannisterioides","Guinea-Bissau","GNB","OK","OK",NA,"Porto de Canamine."
599468,-15.1667,23.1,"Senecio madagascariensis","Asteraceae","Senecio","madagascariensis","Senecio madagascariensis","Zambia","ZMB","OK","OK",NA,"Mongu, Bulozi floodplain."
599595,0.05,18.3167,"Persicaria acuminata","Polygonaceae","Persicaria","acuminata","Persicaria acuminata","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
599596,9.58333,-4.15,"Persicaria madagascariensis","Polygonaceae","Persicaria","madagascariensis","Persicaria madagascariensis","Ivory Coast","CIV","OK","OK",NA,"Bavé"
600022,NA,NA,"Halodule wrightii","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Kenya","KEN","NO COORDINATES","NO COORDINATES",NA,""
600050,0.05,18.3167,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Eala."
600109,4.08333,30.6833,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Southern Sudan","SDS","OK","OK",NA,"Yei dist. near Khor Abba."
600111,NA,NA,"Pittosporum undulatum","Pittosporaceae","Pittosporum","undulatum","Pittosporum undulatum","South Africa","ZAF","NO COORDINATES","NO COORDINATES",NA,"Stellenbosch, langs Eersterivier."
600164,-9.43333,30.3667,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Zambia","ZMB","OK","OK",NA,"21 miles from Mporokoso towards Kasama."
600165,0.366667,32.6833,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Uganda","UGA","OK","OK",NA,"Namauve Forest, Kiagwe."
600169,-10.1333,30.9167,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Zambia","ZMB","OK","OK",NA,"Chishimba falls."
600179,7.25,36.2167,"Cinchona micrantha","Rubiaceae","Cinchona","micrantha","Cinchona micrantha","Ethiopia","ETH","OK","OK",NA,"small grove by governor's house, Bonga, E. Kaffa Prov."
600207,3.75,30.6333,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Southern Sudan","SDS","OK","OK",NA,"S.W Equatorial Province, Yei district, Aloma Plateau, Yei R. below Iwatoka."
600249,-3.25,30.0333,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Burundi","BDI","OK","OK",NA,"Confluent Karuzi-Ruvuvu."
600254,-2.05,33,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Tanzania","TZA","OK","OK",NA,"Presumably on or near Ukerewe Island."
600255,-0.733333,31.6667,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Uganda","UGA","OK","OK",NA,"Location matched in K"
600256,-0.533333,29.8833,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Uganda","UGA","OK","OK",NA,"Maramagambo."
600257,1.78333,31.5833,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Uganda","UGA","OK","OK",NA,"Budongo Forest NR. Busingiro. About 5 miles N. of Nyabyeya hill on track from new Mill site to experimental clear-felled Cynometra, ridge site."
600258,-2.38333,28.8333,"Campylospermum bukobense","Ochnaceae","Campylospermum","bukobense","Campylospermum bukobense","Congo - Kinshasa","COD","OK","OK",NA,"Ngwindja Kab."
600263,3.08333,10.4167,"Triumfetta semitriloba","Malvaceae","Triumfetta","semitriloba","Triumfetta semitriloba","Cameroon","CMR","OK","OK",NA,"Bipindi"
600339,NA,NA,"Persicaria nepalensis","Polygonaceae","Persicaria","nepalensis","Persicaria nepalensis","Ghana","GHA","NO COORDINATES","NO COORDINATES",NA,"path to L. Bambelue from Santa road."
600340,NA,NA,"Persicaria nepalensis","Polygonaceae","Persicaria","nepalensis","Persicaria nepalensis","Ghana","GHA","NO COORDINATES","NO COORDINATES",NA,"upper Farm, Buea. Cameroons Mnt."
600341,NA,NA,"Persicaria nepalensis","Polygonaceae","Persicaria","nepalensis","Persicaria nepalensis","Nigeria","NGA","NO COORDINATES","NO COORDINATES",NA,"State : Gongola; District: Gembu. Locality: In a valley, very swampy along the way Gembu-Kakara."
600391,5.71667,14.45,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Cameroon","CMR","OK","OK",NA,"près de Boutila."
600394,3.81667,10.9667,"Casearia barteri","Salicaceae","Casearia","barteri","Casearia barteri","Cameroon","CMR","OK","OK",NA,"colline entre Techerikoy et Sokelle II (30 km NE Eseka)."
600406,NA,NA,"Coriandrum sativum","Apiaceae","Coriandrum","sativum","Coriandrum sativum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Alemaya, College of Agriculture (9°24' N,  42°01' E Alt: 2000m)."
600560,-2.7358,10.0052,"Spigelia anthelmia","Loganiaceae","Spigelia","anthelmia","Spigelia anthelmia","Gabon","GAB","OK","OK",NA,"Gamba, 'Site N'."
600661,NA,NA,"Echium plantagineum","Boraginaceae","Echium","plantagineum","Echium plantagineum","South Africa","ZAF","NO COORDINATES","NO COORDINATES",NA,"Ecca Pass, Albany."
600662,NA,NA,"Echium plantagineum","Boraginaceae","Echium","plantagineum","Echium plantagineum","South Africa","ZAF","NO COORDINATES","NO COORDINATES",NA,"Eastern Cape, Bo-Kouga."
600724,3.68333,27.8667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Congo - Kinshasa","COD","OK","OK",NA,"Niamgara."
600727,-25.8833,32.5667,"Hydrocotyle bonariensis","Araliaceae","Hydrocotyle","bonariensis","Hydrocotyle bonariensis","Mozambique","MOZ","OK","OK",NA,"estrada de Marracuene, Benfica."
600728,-25.9667,32.0333,"Centella asiatica","Apiaceae","Centella","asiatica","Centella asiatica","Mozambique","MOZ","OK","OK",NA,"Namaacha, aeroporto próximo da badeirola no. 9 (Cq)."
600801,-4.43333,38.3,"Trichomanes rigidum","Hymenophyllaceae","Trichomanes","rigidum","Trichomanes rigidum","Tanzania","TZA","OK","OK",NA,"W Usambaras, Umba river, Shasayo Forest, valley N of Mt Shagein."
600809,6.48333,2.61667,"Dipteryx odorata","Fabaceae","Dipteryx","odorata","Dipteryx odorata","Benin","BEN","OK","OK",NA,"Porto Novo."
600810,6.48333,2.61667,"Glycine max","Fabaceae","Glycine","max","Glycine max","Benin","BEN","OK","OK",NA,"Porto Novo."
600811,6.48333,2.61667,"Abelmoschus esculentus","Malvaceae","Abelmoschus","esculentus","Abelmoschus esculentus","Benin","BEN","OK","OK",NA,"Porto Novo."
600869,-1.94333,9.87833,"Trema tomentosa","Cannabaceae","Trema","tomentosa","Trema tomentosa","Gabon","GAB","OK","OK",NA,"Rabi-E, near junction Camp Shell/Pechaud."
600897,NA,NA,"Casuarina equisetifolia","Casuarinaceae","Casuarina","equisetifolia","Casuarina equisetifolia","Senegal","SEN","NO COORDINATES","NO COORDINATES",NA,"Dakar."
600906,-5.18333,12.9833,"Castilla elastica","Moraceae","Castilla","elastica","Castilla elastica","Congo - Kinshasa","COD","OK","OK",NA,"Congo, prov. Léopoldville, territ. Tohela, Kimbeza, Plantations S.C.A.M."
601109,-14.2333,39.8333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Erati, entre Namapa e Mirrote."
601121,-5.13333,15.1,"Cinnamomum verum","Lauraceae","Cinnamomum","verum","Cinnamomum verum","Congo - Kinshasa","COD","OK","OK",NA,"Kisantu."
601135,-17.4667,35.6167,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Morrumbala, andados 19 Kms de Morrumbala para Mopeia (Fh)."
601137,-19.45,33.0833,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Manica, Mavita (Posto antigo), picada Mavita - chinhacuta 'Chinhacata: entre os rios Minhasa 'Munhaza' e Nhazingo."
601138,-19.95,33.4,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Manica, Dombe, arredores da Escola de Matindire e terras aos lados da estrada para Matindire."
601153,7.81667,3.93333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Nigeria","NGA","OK","OK",NA,"4 km S of Oyo along the Ibadan road."
601160,9.56667,-4.03333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Ivory Coast","CIV","OK","OK",NA,"Bouna National Park, Ouango-Fitini."
601161,9.28333,13.1333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Cameroon","CMR","OK","OK",NA,"Nakong, 30 km ouest de Garoua."
601162,4.75,26.25,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Congo - Kinshasa","COD","OK","OK",NA,"Telia."
601163,4.68333,12.3667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Cameroon","CMR","OK","OK",NA,"Zengoaga, Nanga Eboko."
601164,11.8333,-1.15,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Burkina Faso","BFA","OK","OK",NA,"Béré."
601165,-5.45,14.9,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Congo - Kinshasa","COD","OK","OK",NA,"M'Vuazi."
601166,-2.96667,30.8333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Tanzania","TZA","OK","OK",NA,"Kagese village, Murusagamba sub-chiefdom, Bushubi."
601313,9.41667,-3.51667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Ivory Coast","CIV","OK","OK",NA,"25km SW of Seye."
601333,11.15,-16.0333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Guinea-Bissau","GNB","OK","OK",NA,"Formosa, Abú."
601344,-0.733333,18.1333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Congo - Kinshasa","COD","OK","OK",NA,"Mpotia (Lac Tumba)."
601345,9.96667,-12.95,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Guinea","GIN","OK","OK",NA,"plantation du Mayon Couré, confluent de la Ouatámba, île."
601346,1.4,30.4333,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Congo - Kinshasa","COD","OK","OK",NA,"escarpment de Kasenyi."
601347,9.18333,5.41667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Nigeria","NGA","OK","OK",NA,"Northern province, Labochi."
601349,9.28333,-5.66667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Ivory Coast","CIV","OK","OK",NA,"20 km S of Korhogo, along the road to Dikodougou."
601351,-14.2667,35.5667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Amaramba, estrada de Mandimba para Vila Cabral, a 13km de Mandimba."
601353,7.45,3.9,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Nigeria","NGA","OK","OK",NA,"S. of Univ. of Ibadan Campus, c. 8km N of Ibadan."
601356,6.66667,14.2,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Cameroon","CMR","OK","OK",NA,"près Gounbela (20 km NW Meiganga), feuille IGN 1/200.000 Meiganga."
601358,-11.35,29.55,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Zambia","ZMB","OK","OK",NA,"Western Prov. Distr. Fort Rosebery. Nr. Samfya Mission, Lake Bangweulu."
601361,-12.85,35.3833,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Unango, arredores do acampamento, do lado esquerdo da pequena Barragem."
601362,-13.2,37.5,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Mozambique","MOZ","OK","OK",NA,"Marrupa, arredores da Vila, do lado Poente, próximo dum Riacho."
601364,9.6,-3.66667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Ivory Coast","CIV","OK","OK",NA,"North side of Parc national de Bouna. Téheni, c. 40 km E of Ouangofétini."
601365,8.63333,-3.91667,"Vitex doniana","Lamiaceae","Vitex","doniana","Vitex doniana","Ivory Coast","CIV","OK","OK",NA,"near Gansé."
601377,7.38333,3.9,"Vitex agnus-castus","Lamiaceae","Vitex","agnus-castus","Vitex agnus-castus","Nigeria","NGA","OK","OK",NA,"Ibadan, Moor plantation."
601542,-25.1689,33.4817,"Solanum linnaeanum","Solanaceae","Solanum","linnaeanum","Solanum linnaeanum","Mozambique","MOZ","OK","OK",NA,"barra do Limpopo, a 3km de Gumbe."
601608,-3.6,39.85,"Leucaena leucocephala","Fabaceae","Leucaena","leucocephala","Leucaena leucocephala","Kenya","KEN","OK","OK",NA,"along the road Kilifi-Bova area, c. 1.5 km N of Kilifi town, c. 0.5 km from the coast."
601614,-3.6,39.85,"Casuarina equisetifolia","Casuarinaceae","Casuarina","equisetifolia","Casuarina equisetifolia","Kenya","KEN","OK","OK",NA,"along the road Kilifi-Bova area, c. 1.5 km N of Kilifi town, c. 0.5 km from the coast."
