"idrb","decimalLatitude","decimalLongitude","tax_sp_level","family","genus","specificEpithet","species","country","countryCode","verif_iso3","verif_coast","verif_distance","locality"
601634,-3.65,39.8167,"Chloris radiata","Poaceae","Chloris","radiata","Chloris radiata","Kenya","KEN","OK","OK",NA,"c. 8 km SW of Kilifi along the road to Kaloleni."
601650,-3.68333,39.7167,"Lantana camara","Verbenaceae","Lantana","camara","Lantana camara","Kenya","KEN","OK","OK",NA,"c. 15 - 20 km NE of Kaloleni."
601660,-3.58333,39.7333,"Grewia apetala","Malvaceae","Grewia","apetala","Grewia apetala","Kenya","KEN","OK","OK",NA,"c. 8 km SE of Ganze."
601699,-3.51667,39.7833,"Manihot glaziovii","Euphorbiaceae","Manihot","glaziovii","Manihot glaziovii","Kenya","KEN","OK","OK",NA,"2 km W of Sokoke plantation, along N way to Ganze."
601728,-3.53333,39.6,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Kenya","KEN","OK","OK",NA,"c. 9 km E of Bamba, along the road to Ganze."
601743,-3.56667,39.8167,"Hunteria zeylanica","Apocynaceae","Hunteria","zeylanica","Hunteria zeylanica","Kenya","KEN","OK","OK",NA,"S border of Sokoke forest."
601762,-3.63333,39.85,"Sonneratia alba","Lythraceae","Sonneratia","alba","Sonneratia alba","Kenya","KEN","OK","OK",NA,"Kilifi Creek."
601826,-3.93333,39.5667,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Kenya","KEN","OK","OK",NA,"E of the road to Mazeras, c. 5 km NE of it. On both sides of the Kombeni river."
601837,-3.66667,39.8667,"Tridax procumbens","Asteraceae","Tridax","procumbens","Tridax procumbens","Kenya","KEN","OK","OK",NA,"along the road from Kilifi to BOVA, c. 5 km S of Kilifi, c. 0.5 km from the coast."
601861,7.36667,2.6,"Chamaecrista rotundifolia","Fabaceae","Chamaecrista","rotundifolia","Chamaecrista rotundifolia","Benin","BEN","OK","OK",NA,"Kétou."
601864,-3.93333,39.5667,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Kenya","KEN","OK","OK",NA,"E of the road to Mazeras, c. 5 km NE of it. On both sides of the Kombeni river."
601868,-3.86667,39.7,"Ipomoea fistulosa","Convolvulaceae","Ipomoea","fistulosa","Ipomoea fistulosa","Kenya","KEN","OK","OK",NA,"c. 8 km SE of Kaloleni. (572,3 X 95-72, 4 on the Mazeras map)."
601871,-3.86667,39.7,"Trema tomentosa","Cannabaceae","Trema","tomentosa","Trema tomentosa","Kenya","KEN","OK","OK",NA,"c. 8 km SE of Kaloleni. (572,3 X 95-72, 4 on the Mazeras map)."
601896,-3.66667,39.8667,"Aristida adscensionis","Poaceae","Aristida","adscensionis","Aristida adscensionis","Kenya","KEN","OK","OK",NA,"along the road from Kilifi to BOVA, c. 5 km S of Kilifi, c. 0.5 km from the coast."
601970,-3.35,39.8667,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Kenya","KEN","OK","OK",NA,"c. 3 km S of the Arabuko Sokoke Forest."
602064,-3.6,39.8833,"Halodule wrightii","Cymodoceaceae","Halodule","wrightii","Halodule wrightii","Kenya","KEN","OK","OK",NA,"along the beach, c. 3 km N of Kilifi."
602125,-3.58333,39.8333,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Kenya","KEN","OK","OK",NA,"c. 8 km NW of Kilifili, alongside Sokoke plantation."
602248,NA,NA,"Verbesina encelioides","Asteraceae","Verbesina","encelioides","Verbesina encelioides","South Africa","ZAF","NO COORDINATES","NO COORDINATES",NA,"Äußere Namib: Swakopmündung."
602286,-21.7,21.65,"Digitaria eriantha","Poaceae","Digitaria","eriantha","Digitaria eriantha","Botswana","BWA","OK","OK",NA,"Ghanzi, Albertus farm."
602327,5.58333,-4.05,"Stachytarpheta cayennensis","Verbenaceae","Stachytarpheta","cayennensis","Stachytarpheta cayennensis","Ivory Coast","CIV","OK","OK",NA,"30 km north of Abidjan. Forest of Téké."
602340,5.58333,-4.05,"Diospyros chevalieri","Ebenaceae","Diospyros","chevalieri","Diospyros chevalieri","Ivory Coast","CIV","OK","OK",NA,"30 km north of Abidjan. Forest of Téké."
602384,0.113889,34.5172,"Sesbania sesban","Fabaceae","Sesbania","sesban","Sesbania sesban","Kenya","KEN","OK","OK",NA,"Siaya District, Tala Township, Sauri Location, Bar Sauri Village."
602403,0.095833,34.5853,"Sesbania sesban","Fabaceae","Sesbania","sesban","Sesbania sesban","Kenya","KEN","OK","OK",NA,"Vihiga District, Bunyore Central Location, Emmabwi Sub Location, Elucheo Village."
602436,6.28333,-10.6833,"Leucaena leucocephala","Fabaceae","Leucaena","leucocephala","Leucaena leucocephala","Liberia","LBR","OK","OK",NA,"Paynesville arboretum, behind the watchman's cottage."
602452,-20.5,22.75,"Cardiospermum corindum","Sapindaceae","Cardiospermum","corindum","Cardiospermum corindum","Botswana","BWA","OK","OK",NA,"Mwakupan at lake Ngami, 128km S of Maun."
602476,-21.7,21.65,"Digitaria eriantha","Poaceae","Digitaria","eriantha","Digitaria eriantha","Botswana","BWA","OK","OK",NA,"Ghanzi. Farm 47, plot 8."
602601,4.31667,23.6667,"Neanotis indica","Rubiaceae","Neanotis","indica","Neanotis indica","Congo - Kinshasa","COD","OK","OK",NA,"Haut-Zaïre, Bas-Uele, env. 75 km au N de Bondo, près de Baye."
602602,-10.75,28.5833,"Neanotis indica","Rubiaceae","Neanotis","indica","Neanotis indica","Congo - Kinshasa","COD","OK","OK",NA,"Haut-Shaba, Territoire de Kasenga, Vallée de la Luapula, près du village Malo."
602615,-11.7167,27.4167,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Congo - Kinshasa","COD","OK","OK",NA,"Elisabethville. Kimilolo."
602616,-11.6667,27.4667,"Albizia chinensis","Fabaceae","Albizia","chinensis","Albizia chinensis","Congo - Kinshasa","COD","OK","OK",NA,""
602619,-11.6667,27.4667,"Abelmoschus esculentus","Malvaceae","Abelmoschus","esculentus","Abelmoschus esculentus","Congo - Kinshasa","COD","OK","OK",NA,"Elisabethville."
602627,-11.6667,27.4667,"Abelia floribunda","Caprifoliaceae","Abelia","floribunda","Abelia floribunda","Congo - Kinshasa","COD","OK","OK",NA,"Elisabethville."
602629,-11.7167,27.4167,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Congo - Kinshasa","COD","OK","OK",NA,"Elisabethville. Kimilolo."
602634,-11.7167,27.4167,"Antidesma venosum","Phyllanthaceae","Antidesma","venosum","Antidesma venosum","Congo - Kinshasa","COD","OK","OK",NA,"Elisabethville. Kimilolo."
602637,3.46667,25.7167,"Leucaena leucocephala","Fabaceae","Leucaena","leucocephala","Leucaena leucocephala","Congo - Kinshasa","COD","OK","OK",NA,"Bambesa."
602683,6.48333,2.61667,"Vigna radiata","Fabaceae","Vigna","radiata","Vigna radiata var. sublobata","Benin","BEN","OK","OK",NA,"Porto Novo."
602684,6.48333,2.61667,"Erythrina corallodendrum","Fabaceae","Erythrina","corallodendrum","Erythrina corallodendrum","Benin","BEN","OK","OK",NA,"Porto Novo."
602708,NA,NA,"Cotula australis","Asteraceae","Cotula","australis","Cotula australis","Malawi","MWI","NO COORDINATES","NO COORDINATES",NA,"N. Prov., Mzimba Dist., Mzuzu."
602738,NA,NA,"Trachyspermum ammi","Apiaceae","Trachyspermum","ammi","Trachyspermum ammi","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Alemaya (c. 9°24' N,  42°01' E Alt: 2000m ), spice garden at 'my house'."
602802,11.2131,-15.0189,"Acacia kamerunensis","Fabaceae","Acacia","kamerunensis","Acacia kamerunensis","Guinea-Bissau","GNB","OK","OK",NA,"Região de Tombali, sector de Bedanda. Cantanhez, mata de Cambeque."
602874,7.65,4.83333,"Eclipta prostrata","Asteraceae","Eclipta","prostrata","Eclipta prostrata","Nigeria","NGA","OK","OK",NA,"Ijeda."
602884,-22.5167,31.7667,"Clitoria ternatea","Fabaceae","Clitoria","ternatea","Clitoria ternatea","Mozambique","MOZ","OK","OK",NA,"Limpopo. Mubanguine, Estrada em direcçao à Barragem junto ao rio, passar por uma casa comercial andado cerca de 2 km lado esquerdo. Numa machamba junto ao perfil no 1175 de Estudo do Solo da INAM."
602910,-24.7,33.2833,"Euphorbia serpens","Euphorbiaceae","Euphorbia","serpens","Euphorbia serpens","Mozambique","MOZ","OK","OK",NA,"Limpopo, Lionde, Chiguidela na área do regadio novo."
602986,7.48333,-8.56667,"Coix lacryma-jobi","Poaceae","Coix","lacryma-jobi","Coix lacryma-jobi","Liberia","LBR","OK","OK",NA,"Mt Nimba. Grassfield."
603092,-9.28333,33.6167,"Odontosoria chinensis","Lindsaeaceae","Odontosoria","chinensis","Odontosoria chinensis","Tanzania","TZA","OK","OK",NA,"Africae oriental, Nyassa Hochland - Station Kyimbila."
603136,2.9,11.1333,"Utricularia gibba","Lentibulariaceae","Utricularia","gibba","Utricularia gibba subsp. escoleta","Cameroon","CMR","OK","OK",NA,"Ebolowa."
603138,0.05,18.3167,"Solanum torvum","Solanaceae","Solanum","torvum","Solanum torvum","Congo - Kinshasa","COD","OK","OK",NA,"Eala"
603172,6.31667,-10.8,"Spigelia anthelmia","Loganiaceae","Spigelia","anthelmia","Spigelia anthelmia","Liberia","LBR","OK","OK",NA,"Monrovia."
603176,NA,NA,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Hararge Prov. Dire Dawa market."
603178,NA,NA,"Anethum graveolens","Apiaceae","Anethum","graveolens","Anethum graveolens","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Wollega Province, Ghimbi market (thursday)."
603179,NA,NA,"Zingiber officinale","Zingiberaceae","Zingiber","officinale","Zingiber officinale","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Hararge Prov. Alemaya market."
603180,NA,NA,"Trachyspermum ammi","Apiaceae","Trachyspermum","ammi","Trachyspermum ammi","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Wollega Province, Ghimbi market (thursday). Grown around Ghimbi (c. 9°10' N,  35°50' E Alt: 1900)."
603182,NA,NA,"Coriandrum sativum","Apiaceae","Coriandrum","sativum","Coriandrum sativum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Hararge Prov. Alemaya market.From Galla's around Alemaya."
603187,NA,NA,"Ruta chalepensis","Rutaceae","Ruta","chalepensis","Ruta chalepensis","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Wollega Prov. Nekempt market (thursday). Probably growing locally (c. 9°05' N,  36°33' E Alt: 1900m )."
603188,NA,NA,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Melkassa (alt: 1470m), garden of Institute of Agricultural Research: 'Nazareth'."
603192,NA,NA,"Coriandrum sativum","Apiaceae","Coriandrum","sativum","Coriandrum sativum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Wollega Prov. Nekempt market (thursday). From Nekemt (c. 9°05' N,  36°33' E Alt: 1900m) surroundings."
603194,NA,NA,"Zingiber officinale","Zingiberaceae","Zingiber","officinale","Zingiber officinale","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Wollega Prov. Nekempt market (thursday). Grown around Nekempt (9°05' N,  36°33' E Alt: 1900m) in lower regions."
603195,NA,NA,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Wollega Prov. Nekempt market (thursday). From around Nekempt (9°05' N,  36°33' E Alt: 1900m) ."
603196,NA,NA,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Bako Market. From Bako (c. 9°07' N,  37°04' E )."
603197,NA,NA,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Bako Market. From Bako (c. 9°07' N,  37°04' E )."
603198,NA,NA,"Zingiber officinale","Zingiberaceae","Zingiber","officinale","Zingiber officinale","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Bako Market. From Shaboke."
603201,NA,NA,"Coriandrum sativum","Apiaceae","Coriandrum","sativum","Coriandrum sativum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Ambo market. Grown around Ambo (c. 8°59' N,  37°53' E)."
603203,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603204,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603205,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603206,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603207,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603210,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603211,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603212,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603213,NA,NA,"Capsicum annuum","Solanaceae","Capsicum","annuum","Capsicum annuum","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"Alemaya, (Hararge Prov.), College of agriculture (9°24' N,  42°01' E Alt: 2000m), horticultural garden."
603214,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603215,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603216,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603217,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603218,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603219,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603220,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603221,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603222,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603225,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603226,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603227,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603228,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603229,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603232,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603233,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603234,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603235,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603239,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603240,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603241,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603242,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603243,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603244,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603245,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
603246,9.4,42.0167,"Trachyspermum ammi","Apiaceae","Trachyspermum","ammi","Trachyspermum ammi","Ethiopia","ETH","OK","OK",NA,"Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m), horticultural garden."
603247,NA,NA,"Nigella sativa","Ranunculaceae","Nigella","sativa","Nigella sativa","Ethiopia","ETH","NO COORDINATES","NO COORDINATES",NA,"cultivated at Alemaya, College of agriculture (9°24' N,  42°01' E Alt: 2000m)."
